#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 29.08	 59.97	 -72.09	 -11.00	 -18.00	 -7.00
300	 29.05	 59.88	 -72.77	 -10.00	 -19.00	 -7.00
400	 29.05	 59.88	 -72.77	 -10.00	 -19.00	 -7.00
500	 27.57	 55.18	 -89.86	 -11.00	 -18.00	 -6.00
600	 27.50	 54.96	 -90.34	 -10.00	 -19.00	 -6.00
700	 27.50	 54.96	 -90.34	 -10.00	 -19.00	 -6.00
800	 25.02	 48.12	 -101.59	 -10.00	 -18.00	 -7.00
900	 24.92	 47.88	 -101.90	 -10.00	 -16.00	 -6.00
1000	 24.92	 47.88	 -101.90	 -10.00	 -16.00	 -6.00
1100	 21.96	 40.69	 -108.71	 -10.00	 -18.00	 -7.00
1200	 21.86	 40.45	 -108.89	 -9.00	 -17.00	 -7.00
1300	 21.86	 40.45	 -108.89	 -9.00	 -17.00	 -7.00
1400	 18.87	 33.80	 -112.99	 -9.00	 -18.00	 -6.00
1500	 18.77	 33.58	 -113.09	 -9.00	 -17.00	 -7.00
1600	 18.77	 33.58	 -113.09	 -9.00	 -17.00	 -7.00
1700	 15.99	 27.80	 -115.57	 -10.00	 -17.00	 -6.00
1800	 15.89	 27.62	 -115.64	 -11.00	 -16.00	 -7.00
1900	 15.89	 27.62	 -115.64	 -11.00	 -16.00	 -7.00
2000	 13.47	 22.76	 -117.16	 -11.00	 -18.00	 -7.00
2100	 13.39	 22.61	 -117.20	 -11.00	 -16.00	 -7.00
2200	 13.39	 22.61	 -117.20	 -11.00	 -16.00	 -7.00
2300	 11.34	 18.59	 -118.14	 -11.00	 -17.00	 -7.00
2400	 11.28	 18.47	 -118.15	 -11.00	 -18.00	 -7.00
2500	 11.28	 18.47	 -118.15	 -11.00	 -18.00	 -7.00
2600	 9.57	 15.20	 -118.73	 -11.00	 -18.00	 -5.00
2700	 9.52	 15.11	 -118.75	 -11.00	 -18.00	 -7.00
2800	 9.52	 15.11	 -118.75	 -11.00	 -18.00	 -7.00
2900	 8.12	 12.48	 -119.09	 2.00	 -17.00	 -4.00
3000	 8.08	 12.39	 -119.09	 -13.00	 -19.00	 -11.00
3100	 8.08	 12.39	 -119.09	 -13.00	 -19.00	 -11.00
3200	 6.94	 10.28	 -119.29	 -10.00	 -14.00	 -48.00
3300	 6.89	 10.21	 -119.29	 -12.00	 -42.00	 46.00
3400	 6.89	 10.21	 -119.29	 -12.00	 -42.00	 46.00
3500	 6.01	 8.50	 -119.38	 -39.00	 -10.00	 -2.00
3600	 5.99	 8.47	 -119.37	 5.00	 8.00	 -19.00
3700	 5.99	 8.47	 -119.37	 5.00	 8.00	 -19.00
3800	 5.24	 7.09	 -119.42	 57.00	 -41.00	 10.00
3900	 5.24	 7.06	 -119.41	 -21.00	 7.00	 -26.00
4000	 5.24	 7.06	 -119.41	 -21.00	 7.00	 -26.00
4100	 4.62	 5.97	 -119.41	 -49.00	 -15.00	 2.00
4200	 4.60	 5.96	 -119.42	 -35.00	 -2.00	 -15.00
4300	 4.60	 5.96	 -119.42	 -35.00	 -2.00	 -15.00
4400	 4.14	 5.08	 -119.38	 -16.00	 -29.00	 20.00
4500	 4.12	 5.04	 -119.36	 -3.00	 -26.00	 -27.00
4600	 4.12	 5.04	 -119.36	 -3.00	 -26.00	 -27.00
4700	 3.74	 4.35	 -119.33	 3.00	 9.00	 -26.00
4800	 3.71	 4.27	 -119.31	 5.00	 17.00	 -11.00
4900	 3.71	 4.27	 -119.31	 5.00	 17.00	 -11.00
5000	 3.38	 3.77	 -119.23	 68.00	 -24.00	 -34.00
5100	 3.36	 3.76	 -119.23	 -61.00	 44.00	 -31.00
5200	 3.36	 3.76	 -119.23	 -61.00	 44.00	 -31.00
5300	 3.12	 3.28	 -119.06	 -85.00	 36.00	 -11.00
5400	 3.12	 3.26	 -119.06	 -14.00	 -56.00	 -7.00
5500	 3.12	 3.26	 -119.06	 -14.00	 -56.00	 -7.00
5600	 2.88	 2.95	 -118.77	 -15.00	 56.00	 -84.00
5700	 2.88	 2.96	 -118.73	 -104.00	 -121.00	 -97.00
5800	 2.88	 2.96	 -118.73	 -104.00	 -121.00	 -97.00
5900	 2.83	 2.78	 -117.06	 -133.00	 -16.00	 -183.00
6000	 2.82	 2.79	 -116.97	 -125.00	 103.00	 -230.00
6100	 2.82	 2.79	 -116.97	 -125.00	 103.00	 -230.00
6200	 3.03	 2.63	 -113.55	 35.00	 98.00	 -228.00
6300	 3.06	 2.64	 -113.41	 118.00	 -112.00	 -227.00
6400	 3.06	 2.64	 -113.41	 118.00	 -112.00	 -227.00
6500	 2.08	 2.17	 -109.56	 -3.00	 64.00	 -238.00
6600	 2.05	 2.19	 -109.42	 -13.00	 16.00	 -250.00
6700	 2.05	 2.19	 -109.42	 -13.00	 16.00	 -250.00
6800	 2.40	 2.94	 -105.06	 42.00	 34.00	 -253.00
6900	 2.44	 2.92	 -104.92	 -46.00	 30.00	 -195.00
7000	 2.44	 2.92	 -104.92	 -46.00	 30.00	 -195.00
7100	 2.46	 2.77	 -101.18	 83.00	 13.00	 -207.00
7200	 2.42	 2.71	 -101.06	 51.00	 4.00	 -177.00
7300	 2.42	 2.71	 -101.06	 51.00	 4.00	 -177.00
7400	 2.21	 3.25	 -97.83	 45.00	 302.00	 -109.00
7500	 2.20	 3.36	 -97.73	 59.00	 169.00	 -65.00
7600	 2.20	 3.36	 -97.73	 59.00	 169.00	 -65.00
7700	 1.92	 5.41	 -96.49	 26.00	 -108.00	 0.00
7800	 1.93	 5.32	 -96.49	 -59.00	 -51.00	 -57.00
7900	 1.93	 5.32	 -96.49	 -59.00	 -51.00	 -57.00
8000	 1.79	 3.46	 -95.97	 -52.00	 -13.00	 -108.00
8100	 1.77	 3.39	 -95.92	 -48.00	 -12.00	 -139.00
8200	 1.77	 3.39	 -95.92	 -48.00	 -12.00	 -139.00
8300	 1.62	 2.93	 -93.64	 -18.00	 -24.00	 -148.00
8400	 1.64	 2.98	 -93.54	 -111.00	 40.00	 -175.00
8500	 1.64	 2.98	 -93.54	 -111.00	 40.00	 -175.00
8600	 2.06	 3.73	 -90.24	 -118.00	 -189.00	 -185.00
8700	 2.11	 3.74	 -90.10	 73.00	 -214.00	 -94.00
8800	 2.11	 3.74	 -90.10	 73.00	 -214.00	 -94.00
8900	 2.04	 1.46	 -88.01	 -19.00	 -60.00	 333.00
9000	 1.98	 1.36	 -88.06	 1.00	 -164.00	 449.00
9100	 1.98	 1.36	 -88.06	 1.00	 -164.00	 449.00
9200	 1.25	 0.70	 -94.17	 15.00	 115.00	 338.00
9300	 1.24	 0.66	 -94.43	 -121.00	 154.00	 307.00
9400	 1.24	 0.66	 -94.43	 -121.00	 154.00	 307.00
9500	 2.18	 3.10	 -100.34	 -276.00	 140.00	 310.00
9600	 2.23	 3.21	 -100.52	 -145.00	 170.00	 261.00
9700	 2.23	 3.21	 -100.52	 -145.00	 170.00	 261.00
9800	 4.53	 5.47	 -105.68	 -80.00	 -45.00	 250.00
9900	 4.52	 5.52	 -105.84	 88.00	 -135.00	 247.00
10000	 4.52	 5.52	 -105.84	 88.00	 -135.00	 247.00
10100	 3.54	 4.71	 -110.05	 -20.00	 -200.00	 205.00
10200	 3.46	 4.63	 -110.18	 -26.00	 -222.00	 179.00
10300	 3.46	 4.63	 -110.18	 -26.00	 -222.00	 179.00
10400	 2.26	 2.23	 -113.37	 42.00	 -68.00	 96.00
10500	 2.24	 2.17	 -113.45	 81.00	 -8.00	 58.00
10600	 2.24	 2.17	 -113.45	 81.00	 -8.00	 58.00
10700	 1.45	 1.20	 -115.22	 -31.00	 20.00	 50.00
10800	 1.40	 1.18	 -115.27	 -3.00	 12.00	 56.00
10900	 1.40	 1.18	 -115.27	 -3.00	 12.00	 56.00
11000	 1.57	 0.89	 -116.52	 111.00	 -63.00	 52.00
11100	 1.61	 0.90	 -116.56	 -23.00	 -52.00	 77.00
11200	 1.61	 0.90	 -116.56	 -23.00	 -52.00	 77.00
11300	 1.79	 0.67	 -117.88	 36.00	 24.00	 83.00
11400	 1.81	 0.69	 -117.94	 18.00	 -36.00	 103.00
11500	 1.81	 0.69	 -117.94	 18.00	 -36.00	 103.00
11600	 1.74	 1.50	 -119.75	 89.00	 127.00	 114.00
11700	 1.75	 1.56	 -119.83	 -37.00	 60.00	 126.00
11800	 1.75	 1.56	 -119.83	 -37.00	 60.00	 126.00
11900	 1.67	 2.62	 -122.01	 -29.00	 -218.00	 102.00
12000	 1.67	 2.66	 -122.09	 49.00	 -245.00	 -8.00
12100	 1.67	 2.66	 -122.09	 49.00	 -245.00	 -8.00
12200	 1.72	 0.45	 -122.75	 -20.00	 -23.00	 -117.00
12300	 1.70	 0.46	 -122.67	 -13.00	 41.00	 -77.00
12400	 1.70	 0.46	 -122.67	 -13.00	 41.00	 -77.00
12500	 1.90	 1.87	 -120.96	 53.00	 -38.00	 30.00
12600	 1.93	 1.89	 -120.95	 -92.00	 -15.00	 75.00
12700	 1.93	 1.89	 -120.95	 -92.00	 -15.00	 75.00
12800	 1.93	 1.89	 -120.95	 -92.00	 -15.00	 75.00
12900	 2.12	 2.23	 -123.23	 -17.00	 41.00	 264.00
13000	 2.13	 2.21	 -123.37	 -117.00	 320.00	 296.00
13100	 2.13	 2.21	 -123.37	 -117.00	 320.00	 296.00
13200	 2.13	 2.21	 -123.37	 -117.00	 320.00	 296.00
13300	 3.35	 5.37	 -129.86	 195.00	 97.00	 166.00
13400	 3.28	 5.33	 -129.99	 35.00	 152.00	 156.00
13500	 3.28	 5.33	 -129.99	 35.00	 152.00	 156.00
13600	 3.28	 5.33	 -129.99	 35.00	 152.00	 156.00
13700	 1.01	 5.81	 -134.47	 -59.00	 -146.00	 225.00
13800	 0.98	 5.83	 -134.60	 6.00	 -190.00	 189.00
13900	 0.98	 5.83	 -134.60	 6.00	 -190.00	 189.00
14000	 0.98	 5.83	 -134.60	 6.00	 -190.00	 189.00
14100	 1.24	 3.80	 -138.98	 -26.00	 -22.00	 -35.00
14200	 1.29	 3.75	 -139.04	 109.00	 57.00	 -191.00
14300	 1.29	 3.75	 -139.04	 109.00	 57.00	 -191.00
14400	 1.29	 3.75	 -139.04	 109.00	 57.00	 -191.00
14500	 1.15	 2.57	 -135.97	 31.00	 56.00	 -259.00
14600	 1.18	 2.58	 -135.85	 -13.00	 -69.00	 -197.00
14700	 1.18	 2.58	 -135.85	 -13.00	 -69.00	 -197.00
14800	 1.18	 2.58	 -135.85	 -13.00	 -69.00	 -197.00
14900	 1.19	 2.43	 -131.32	 42.00	 -81.00	 -68.00
15000	 1.18	 2.44	 -131.24	 -98.00	 -256.00	 -15.00
15100	 1.18	 2.44	 -131.24	 -98.00	 -256.00	 -15.00
15200	 1.18	 2.44	 -131.24	 -98.00	 -256.00	 -15.00
15300	 3.33	 -0.75	 -129.98	 -288.00	 -269.00	 -114.00
15400	 3.48	 -0.92	 -129.95	 -332.00	 -149.00	 -140.00
15500	 3.48	 -0.92	 -129.95	 -332.00	 -149.00	 -140.00
15600	 3.48	 -0.92	 -129.95	 -332.00	 -149.00	 -140.00
15700	 6.29	 0.96	 -127.03	 173.00	 280.00	 -239.00
15800	 6.18	 1.15	 -126.90	 90.00	 191.00	 -69.00
15900	 6.18	 1.15	 -126.90	 90.00	 191.00	 -69.00
16000	 6.18	 1.15	 -126.90	 90.00	 191.00	 -69.00
16100	 2.73	 5.08	 -123.44	 124.00	 175.00	 -179.00
16200	 2.69	 5.10	 -123.39	 30.00	 45.00	 -308.00
16300	 2.69	 5.10	 -123.39	 30.00	 45.00	 -308.00
16400	 2.69	 5.10	 -123.39	 30.00	 45.00	 -308.00
16500	 1.59	 2.99	 -117.50	 -66.00	 -642.00	 -218.00
16600	 1.60	 2.80	 -117.32	 -51.00	 -434.00	 -142.00
16700	 1.60	 2.80	 -117.32	 -51.00	 -434.00	 -142.00
16800	 1.60	 2.80	 -117.32	 -51.00	 -434.00	 -142.00
16900	 2.65	 -2.27	 -113.24	 109.00	 12.00	 -149.00
17000	 2.61	 -2.15	 -113.13	 -230.00	 -133.00	 -53.00
17100	 2.61	 -2.15	 -113.13	 -230.00	 -133.00	 -53.00
17200	 2.61	 -2.15	 -113.13	 -230.00	 -133.00	 -53.00
17300	 3.77	 0.83	 -111.34	 -11.00	 806.00	 46.00
17400	 3.75	 1.01	 -111.31	 96.00	 529.00	 19.00
17500	 3.75	 1.01	 -111.31	 96.00	 529.00	 19.00
17600	 3.75	 1.01	 -111.31	 96.00	 529.00	 19.00
17700	 1.50	 6.10	 -109.82	 206.00	 -369.00	 -322.00
17800	 1.40	 5.93	 -109.69	 34.00	 -30.00	 -360.00
17900	 1.40	 5.93	 -109.69	 34.00	 -30.00	 -360.00
18000	 1.40	 5.93	 -109.69	 34.00	 -30.00	 -360.00
18100	 1.87	 2.51	 -101.32	 196.00	 151.00	 -563.00
18200	 1.84	 2.53	 -101.01	 264.00	 95.00	 -584.00
18300	 1.84	 2.53	 -101.01	 264.00	 95.00	 -584.00
18400	 0.26	 3.97	 -91.23	 -83.00	 257.00	 -511.00
18500	 0.31	 4.03	 -90.90	 -70.00	 153.00	 -448.00
18600	 0.31	 4.03	 -90.90	 -70.00	 153.00	 -448.00
18700	 2.91	 4.88	 -82.70	 156.00	 -47.00	 -389.00
18800	 2.88	 4.75	 -82.46	 21.00	 -25.00	 -351.00
18900	 2.88	 4.75	 -82.46	 21.00	 -25.00	 -351.00
19000	 2.23	 3.74	 -75.70	 -379.00	 3.00	 -383.00
19100	 2.35	 3.76	 -75.45	 -373.00	 226.00	 -370.00
19200	 2.35	 3.76	 -75.45	 -373.00	 226.00	 -370.00
19300	 8.27	 4.85	 -68.52	 -181.00	 -116.00	 -257.00
19400	 8.46	 4.94	 -68.33	 61.00	 -394.00	 -209.00
