#Time(ms)	 Roll 	 Pitch 	 Yaw 	 xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 -8.75	 -2.69	 -0.34	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 -8.68	 -2.66	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -8.68	 -2.66	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
600	 -8.08	 -2.16	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
700	 -8.08	 -2.14	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
800	 -8.08	 -2.14	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
900	 -8.08	 -2.14	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1000	 -8.80	 -1.88	 -0.31	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1100	 -8.84	 -1.87	 -0.31	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1200	 -8.84	 -1.87	 -0.31	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1300	 -8.84	 -1.87	 -0.31	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1400	 -10.13	 -1.78	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1500	 -10.11	 -1.77	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1600	 -10.11	 -1.77	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1700	 -10.11	 -1.77	 -0.34	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1800	 -8.51	 -1.37	 -0.25	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
1900	 -8.47	 -1.36	 -0.25	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2000	 -8.47	 -1.36	 -0.25	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2100	 -8.47	 -1.36	 -0.25	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2200	 -7.78	 -1.13	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2300	 -7.79	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2400	 -7.79	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2500	 -7.79	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2600	 -8.01	 -1.05	 -0.08	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2700	 -8.05	 -1.06	 -0.08	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2800	 -8.05	 -1.06	 -0.08	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
2900	 -8.05	 -1.06	 -0.08	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3000	 -9.79	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3100	 -9.85	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3200	 -9.85	 -1.17	 -0.10	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3300	 -10.06	 -1.24	 -0.12	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3400	 -10.01	 -1.25	 -0.13	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3500	 -10.01	 -1.25	 -0.13	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3600	 -8.47	 -0.97	 -0.09	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
3700	 -8.43	 -0.97	 -0.11	 -0.22	 0.00	 -0.31	 1	 0	 1	 hover	 1500	 1500	 1500	 996	 0.00	 0.00	 0.00
3800	 -8.43	 -0.97	 -0.11	 0.00	 0.00	 -0.22	 1	 0	 1	 hover	 1500	 1499	 1500	 997	 0.00	 0.00	 0.00
3900	 -7.92	 -0.88	 -0.11	 0.00	 0.00	 -0.22	 0	 0	 0	 hover	 1500	 1500	 1500	 997	 0.00	 0.00	 0.00
4000	 -7.90	 -0.87	 -0.11	 -2.14	 0.00	 0.55	 1	 0	 1	 hover	 1500	 1502	 1500	 1005	 0.00	 0.00	 0.00
4100	 -7.90	 -0.87	 -0.11	 -3.13	 -0.84	 0.72	 1	 1	 1	 hover	 1500	 1503	 1500	 1007	 0.00	 0.00	 0.00
4200	 -7.90	 -0.87	 -0.11	 -2.69	 -0.14	 0.95	 1	 1	 1	 hover	 1500	 1502	 1500	 1011	 0.00	 0.00	 0.00
4300	 -8.38	 -0.90	 -0.12	 -2.69	 -0.14	 0.95	 0	 0	 0	 hover	 1500	 1500	 1500	 1011	 0.00	 0.00	 0.00
4400	 -8.41	 -0.90	 -0.12	 -2.69	 -0.14	 0.95	 0	 0	 0	 hover	 1500	 1500	 1500	 1011	 0.00	 0.00	 0.00
4500	 -8.41	 -0.90	 -0.12	 -2.69	 -0.14	 0.95	 0	 0	 0	 hover	 1500	 1500	 1500	 1011	 0.00	 0.00	 0.00
4600	 -9.69	 -1.06	 -0.19	 -2.84	 -0.14	 0.68	 1	 0	 1	 hover	 1500	 1502	 1500	 1009	 0.00	 0.00	 0.00
4700	 -9.72	 -1.07	 -0.19	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
4800	 -9.72	 -1.07	 -0.19	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
4900	 -9.65	 -1.08	 -0.19	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5000	 -9.60	 -1.06	 -0.19	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5100	 -9.60	 -1.06	 -0.19	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5200	 -8.35	 -0.85	 -0.20	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5300	 -8.32	 -0.86	 -0.21	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5400	 -8.32	 -0.86	 -0.21	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5500	 -7.86	 -0.81	 -0.21	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5600	 -7.86	 -0.82	 -0.22	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5700	 -7.86	 -0.82	 -0.22	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5800	 -7.96	 -0.79	 -0.22	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
5900	 -7.95	 -0.77	 -0.23	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6000	 -7.95	 -0.77	 -0.23	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6100	 -9.62	 -1.05	 -0.28	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6200	 -9.67	 -1.07	 -0.28	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6300	 -9.67	 -1.07	 -0.28	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6400	 -10.57	 -1.03	 -0.31	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6500	 -10.59	 -1.04	 -0.31	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6600	 -10.59	 -1.04	 -0.31	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6700	 -10.09	 -1.09	 -0.33	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6800	 -9.99	 -1.05	 -0.33	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
6900	 -9.99	 -1.05	 -0.33	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7000	 -8.15	 -0.82	 -0.34	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7100	 -8.15	 -0.82	 -0.34	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7200	 -8.15	 -0.82	 -0.34	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7300	 -7.70	 -0.77	 0.05	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7400	 -7.70	 -0.77	 0.08	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7500	 -7.70	 -0.77	 0.08	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7600	 -8.13	 -0.87	 0.11	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7700	 -8.16	 -0.86	 0.11	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7800	 -8.16	 -0.86	 0.11	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
7900	 -10.18	 -1.04	 0.08	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8000	 -10.19	 -1.02	 0.08	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8100	 -10.19	 -1.02	 0.08	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8200	 -10.22	 -1.02	 0.06	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8300	 -10.20	 -1.03	 0.06	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8400	 -10.20	 -1.03	 0.06	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8500	 -9.03	 -0.90	 0.05	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8600	 -9.00	 -0.88	 0.06	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
8700	 -9.00	 -0.88	 0.06	 -2.84	 -0.14	 0.68	 0	 0	 0	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
