#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason 
200	 -1.00 	0 	0.00 	1.00 	0 	0 
300	 -1.00 	0 	0.00 	1.00 	1 	0 
400	 -1.00 	0 	0.00 	1.00 	2 	-2 
500	 -1.00 	0 	0.00 	1.00 	3 	-2 
600	 -1.00 	0 	0.00 	1.00 	4 	-2 
700	 -1.00 	0 	0.00 	1.00 	4 	-2 
800	 -1.00 	0 	0.00 	1.00 	4 	-2 
900	 -1.00 	0 	0.00 	1.00 	5 	-2 
1000	 152.95 	0 	45.88 	107.06 	5 	-2 
1100	 169.94 	0 	83.10 	86.84 	0 	-2 
1200	 172.70 	0 	109.98 	62.72 	0 	-2 
1300	 175.55 	0 	129.65 	45.90 	0 	-2 
1400	 170.48 	0 	141.90 	28.58 	0 	-2 
1500	 170.57 	0 	150.50 	20.07 	0 	-2 
1600	 170.57 	0 	150.50 	20.07 	1 	-2 
1700	 152.15 	0 	151.00 	1.15 	0 	-2 
1800	 168.08 	0 	156.12 	11.96 	0 	-2 
1900	 168.08 	0 	159.71 	8.37 	0 	-2 
2000	 168.70 	0 	162.41 	6.29 	0 	-2 
2100	 -1.00 	0 	162.41 	163.41 	0 	-2 
2200	 -1.00 	0 	162.41 	163.41 	0 	-2 
2300	 -1.00 	0 	162.41 	163.41 	1 	-2 
2400	 -1.00 	0 	162.41 	163.41 	2 	-2 
2500	 -1.00 	0 	162.41 	163.41 	3 	-2 
2600	 -1.00 	0 	162.41 	163.41 	4 	-2 
2700	 -1.00 	0 	162.41 	163.41 	5 	-2 
2800	 169.23 	0 	164.45 	4.78 	5 	-2 
2900	 150.01 	0 	160.12 	10.11 	0 	-2 
3000	 150.99 	0 	157.38 	6.39 	0 	-2 
3100	 151.61 	0 	155.65 	4.04 	0 	-2 
3200	 151.61 	0 	155.65 	4.04 	1 	-2 
3300	 151.61 	0 	155.65 	4.04 	2 	-2 
3400	 151.61 	0 	155.65 	4.04 	3 	-2 
3500	 150.55 	0 	154.12 	3.57 	0 	-2 
3600	 169.14 	0 	158.63 	10.51 	0 	-2 
3700	 169.77 	0 	161.97 	7.80 	0 	7.80 
3800	 168.61 	0 	163.96 	4.65 	0 	4.65 
3900	 -1.00 	0 	163.96 	164.96 	0 	-2 
4000	 -1.00 	0 	163.96 	164.96 	1 	164.96 
