#Time(ms)	 xPos 	 yPos 	 zPos 	 xValid 	 yValid 	 zValid 	 validreasons x-y-z 
200	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
300	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
400	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
500	 0.42	 0.27	 -0.39	 1	 1	 1	 -3	 -3	 -3
600	 0.36	 0.19	 0.67	 1	 1	 1	 -3	 -3	 -3
700	 -0.89	 0.00	 0.08	 1	 1	 1	 -3	 -3	 -3
800	 0.12	 -25.19	 -0.19	 1	 1	 1	 -3	 -3	 -3
900	 1.06	 -4.29	 -0.46	 1	 1	 1	 -3	 -3	 -3
1000	 0.19	 -2.80	 -0.19	 1	 1	 1	 -3	 -3	 -3
1100	 0.05	 -2.29	 -0.78	 1	 1	 1	 -3	 -3	 -3
1200	 0.73	 -2.04	 -0.61	 1	 1	 1	 -3	 -3	 -3
1300	 1.03	 -1.97	 -0.88	 1	 1	 1	 -3	 -3	 -3
1400	 0.39	 -1.87	 -1.01	 1	 1	 1	 -3	 -3	 -3
1500	 0.41	 -2.14	 -1.08	 1	 1	 1	 -3	 -3	 -3
1600	 1.37	 -2.10	 -1.09	 1	 1	 1	 -3	 -3	 -3
1700	 1.06	 -1.94	 -1.18	 1	 1	 1	 -3	 -3	 -3
1800	 0.41	 -2.27	 -0.41	 1	 1	 1	 -3	 -3	 -3
1900	 0.64	 -1.97	 -0.28	 1	 1	 1	 -3	 -3	 -3
2000	 1.17	 -1.92	 -0.91	 1	 1	 1	 -3	 -3	 -3
2100	 1.45	 -1.75	 -1.06	 1	 1	 1	 -3	 -3	 -3
2200	 0.94	 -2.21	 -1.03	 1	 1	 1	 -3	 -3	 -3
2300	 1.44	 -2.15	 -1.16	 1	 1	 1	 -3	 -3	 -3
2400	 0.91	 -2.21	 -0.64	 1	 1	 1	 -3	 -3	 -3
2500	 1.02	 -1.74	 -0.19	 1	 1	 1	 -3	 -3	 -3
2600	 1.45	 -1.77	 -0.94	 1	 1	 1	 -3	 -3	 -3
2700	 1.11	 -1.31	 -1.30	 1	 1	 1	 -3	 -3	 -3
2800	 1.21	 -1.50	 -1.49	 1	 1	 1	 -3	 -3	 -3
2900	 1.34	 -1.59	 -1.55	 1	 1	 1	 -3	 -3	 -3
3000	 1.27	 3.01	 -1.71	 1	 1	 1	 -3	 -3	 -3
3100	 1.10	 1.80	 -1.18	 1	 1	 1	 -3	 -3	 -3
3200	 0.30	 1.43	 -2.06	 1	 1	 1	 -3	 -3	 -3
3300	 1.24	 1.12	 0.94	 1	 1	 1	 -3	 -3	 -3
3400	 1.54	 0.97	 1.41	 1	 1	 1	 -3	 -3	 -3
3500	 1.08	 1.02	 2.12	 1	 1	 1	 -3	 -3	 -3
