#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 13.91	 48.53	 -130.51	 115.00	 6.00	 6.00
300	 13.74	 48.30	 -130.67	 -31.00	 -3.00	 -12.00
400	 13.74	 48.30	 -130.67	 -31.00	 -3.00	 -12.00
500	 10.62	 42.02	 -132.80	 38.00	 -18.00	 -31.00
600	 10.50	 41.84	 -132.84	 112.00	 15.00	 13.00
700	 10.50	 41.84	 -132.84	 112.00	 15.00	 13.00
800	 7.59	 36.47	 -134.02	 141.00	 23.00	 -4.00
900	 7.54	 36.29	 -134.05	 37.00	 -32.00	 -11.00
1000	 7.54	 36.29	 -134.05	 37.00	 -32.00	 -11.00
1100	 5.03	 31.91	 -134.65	 341.00	 70.00	 66.00
1200	 4.94	 31.76	 -134.69	 -74.00	 17.00	 -34.00
1300	 4.94	 31.76	 -134.69	 -74.00	 17.00	 -34.00
1400	 2.83	 28.15	 -134.94	 74.00	 36.00	 -49.00
1500	 2.80	 28.02	 -134.95	 151.00	 16.00	 -65.00
1600	 2.80	 28.02	 -134.95	 151.00	 16.00	 -65.00
1700	 0.93	 25.16	 -134.99	 -20.00	 15.00	 -54.00
1800	 0.93	 25.09	 -134.96	 107.00	 52.00	 -176.00
1900	 0.93	 25.09	 -134.96	 107.00	 52.00	 -176.00
2000	 -0.36	 22.81	 -134.22	 92.00	 70.00	 -130.00
2100	 -0.43	 22.73	 -134.20	 295.00	 -192.00	 -119.00
2200	 -0.43	 22.73	 -134.20	 295.00	 -192.00	 -119.00
2300	 -1.85	 20.80	 -132.90	 351.00	 -115.00	 -111.00
2400	 -1.92	 20.72	 -132.84	 183.00	 211.00	 -22.00
2500	 -1.92	 20.72	 -132.84	 183.00	 211.00	 -22.00
2600	 -3.30	 19.93	 -131.37	 330.00	 -80.00	 -66.00
2700	 -3.36	 19.94	 -131.35	 130.00	 -114.00	 -19.00
2800	 -3.36	 19.94	 -131.35	 130.00	 -114.00	 -19.00
2900	 -4.81	 19.44	 -130.68	 94.00	 287.00	 31.00
3000	 -4.82	 19.48	 -130.67	 88.00	 314.00	 74.00
3100	 -4.82	 19.48	 -130.67	 88.00	 314.00	 74.00
3200	 -5.87	 18.54	 -130.28	 121.00	 181.00	 -32.00
3300	 -5.91	 18.51	 -130.26	 218.00	 -255.00	 -32.00
3400	 -5.91	 18.51	 -130.26	 218.00	 -255.00	 -32.00
3500	 -7.22	 16.24	 -130.10	 294.00	 94.00	 124.00
3600	 -7.46	 16.02	 -130.14	 53.00	 67.00	 30.00
3700	 -7.46	 16.02	 -130.14	 53.00	 67.00	 30.00
3800	 -9.43	 14.65	 -131.46	 21.00	 -355.00	 142.00
3900	 -9.29	 14.68	 -131.49	 -71.00	 -270.00	 74.00
4000	 -9.29	 14.68	 -131.49	 -71.00	 -270.00	 74.00
4100	 -7.45	 13.19	 -133.07	 74.00	 -167.00	 32.00
4200	 -7.44	 13.01	 -133.09	 -12.00	 363.00	 -84.00
4300	 -7.44	 13.01	 -133.09	 -12.00	 363.00	 -84.00
4400	 -6.54	 14.30	 -132.72	 40.00	 163.00	 124.00
4500	 -6.46	 14.55	 -132.68	 -24.00	 472.00	 78.00
4600	 -6.46	 14.55	 -132.68	 -24.00	 472.00	 78.00
4700	 -5.17	 18.46	 -132.96	 31.00	 187.00	 152.00
4800	 -5.19	 18.44	 -133.01	 257.00	 -298.00	 132.00
4900	 -5.19	 18.44	 -133.01	 257.00	 -298.00	 132.00
5000	 -7.07	 15.02	 -135.14	 183.00	 -348.00	 36.00
5100	 -7.18	 14.70	 -135.21	 121.00	 181.00	 39.00
5200	 -7.18	 14.70	 -135.21	 121.00	 181.00	 39.00
5300	 -8.00	 10.75	 -135.96	 287.00	 120.00	 0.00
5400	 -8.04	 10.84	 -135.99	 168.00	 -11.00	 87.00
5500	 -8.04	 10.84	 -135.99	 168.00	 -11.00	 87.00
5600	 -10.05	 11.14	 -136.66	 707.00	 -205.00	 164.00
5700	 -10.25	 11.15	 -136.72	 192.00	 235.00	 113.00
5800	 -10.25	 11.15	 -136.72	 192.00	 235.00	 113.00
5900	 -13.03	 14.59	 -137.73	 -226.00	 240.00	 45.00
6000	 -12.92	 14.78	 -137.71	 -3.00	 171.00	 -98.00
6100	 -12.92	 14.78	 -137.71	 -3.00	 171.00	 -98.00
6200	 -8.36	 16.18	 -136.56	 237.00	 -313.00	 3.00
6300	 -8.26	 16.15	 -136.56	 186.00	 14.00	 15.00
6400	 -8.26	 16.15	 -136.56	 186.00	 14.00	 15.00
6500	 -7.80	 14.96	 -136.20	 489.00	 3.00	 47.00
6600	 -7.74	 14.78	 -136.18	 222.00	 -78.00	 34.00
6700	 -7.74	 14.78	 -136.18	 222.00	 -78.00	 34.00
6800	 -10.21	 13.09	 -136.47	 372.00	 -77.00	 102.00
6900	 -10.30	 13.08	 -136.49	 556.00	 211.00	 128.00
7000	 -10.30	 13.08	 -136.49	 556.00	 211.00	 128.00
7100	 -14.25	 13.48	 -137.44	 -92.00	 -42.00	 -130.00
7200	 -14.18	 13.59	 -137.41	 -542.00	 -223.00	 -163.00
7300	 -14.18	 13.59	 -137.41	 -542.00	 -223.00	 -163.00
7400	 -5.43	 13.37	 -134.72	 -237.00	 -113.00	 -148.00
7500	 -5.00	 13.26	 -134.64	 328.00	 9.00	 -139.00
7600	 -5.00	 13.26	 -134.64	 328.00	 9.00	 -139.00
7700	 -5.80	 12.11	 -132.46	 430.00	 112.00	 -230.00
7800	 -5.93	 12.15	 -132.32	 168.00	 365.00	 -228.00
7900	 -5.93	 12.15	 -132.32	 168.00	 365.00	 -228.00
8000	 -9.47	 14.06	 -127.36	 530.00	 -428.00	 -220.00
8100	 -9.66	 14.11	 -127.20	 111.00	 168.00	 -280.00
8200	 -9.66	 14.11	 -127.20	 111.00	 168.00	 -280.00
8300	 -9.98	 15.31	 -122.07	 172.00	 -12.00	 -34.00
8400	 -9.95	 15.35	 -121.97	 21.00	 178.00	 113.00
8500	 -9.95	 15.35	 -121.97	 21.00	 178.00	 113.00
8600	 -11.07	 14.71	 -122.37	 237.00	 49.00	 193.00
8700	 -11.10	 14.68	 -122.46	 310.00	 103.00	 280.00
8800	 -11.10	 14.68	 -122.46	 310.00	 103.00	 280.00
8900	 -13.84	 14.16	 -126.04	 129.00	 112.00	 219.00
9000	 -13.88	 14.14	 -126.15	 -62.00	 839.00	 243.00
9100	 -13.88	 14.14	 -126.15	 -62.00	 839.00	 243.00
9200	 -14.65	 15.05	 -130.00	 -76.00	 -292.00	 106.00
9300	 -14.54	 15.00	 -130.06	 -413.00	 -301.00	 -14.00
9400	 -14.54	 15.00	 -130.06	 -413.00	 -301.00	 -14.00
9500	 -8.70	 10.92	 -130.98	 8.00	 307.00	 -20.00
9600	 -8.56	 10.79	 -130.99	 245.00	 -310.00	 -37.00
9700	 -8.56	 10.79	 -130.99	 245.00	 -310.00	 -37.00
9800	 -8.19	 11.71	 -130.00	 437.00	 -395.00	 -149.00
9900	 -8.19	 11.78	 -129.93	 374.00	 -305.00	 -170.00
