#Time(ms)	 xPos 	 yPos 	 zPos 	 xValid 	 yValid 	 zValid 	 validreasons x-y-z 
200	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
300	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
400	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
500	 -0.78	 0.25	 0.60	 1	 1	 1	 -3	 -3	 -3
600	 -1.01	 -0.07	 0.88	 1	 1	 1	 -3	 -3	 -3
700	 -1.02	 -0.19	 0.95	 1	 1	 1	 -3	 -3	 -3
800	 -0.91	 -0.60	 0.76	 1	 1	 1	 -3	 -3	 -3
900	 -0.69	 -0.51	 -0.05	 1	 1	 1	 -3	 -3	 -3
1000	 -0.59	 -0.46	 0.24	 1	 1	 1	 -3	 -3	 -3
1100	 -0.88	 -0.47	 0.74	 1	 1	 1	 -3	 -3	 -3
1200	 -0.73	 -0.39	 0.78	 1	 1	 1	 -3	 -3	 -3
1300	 0.66	 -0.62	 0.06	 1	 1	 1	 -3	 -3	 -3
1400	 0.13	 -0.53	 0.47	 1	 1	 1	 -3	 -3	 -3
1500	 -0.19	 -0.65	 -0.24	 1	 1	 1	 -3	 -3	 -3
1600	 -0.34	 -0.23	 -0.15	 1	 1	 1	 -3	 -3	 -3
1700	 -0.37	 -0.21	 0.42	 1	 1	 1	 -3	 -3	 -3
1800	 -0.38	 -0.26	 0.45	 1	 1	 1	 -3	 -3	 -3
1900	 -0.34	 -0.55	 0.02	 1	 1	 1	 -3	 -3	 -3
2000	 -0.33	 -0.55	 0.17	 1	 1	 1	 -3	 -3	 -3
2100	 -0.39	 -0.49	 0.29	 1	 1	 1	 -3	 -3	 -3
2200	 -0.39	 -0.71	 0.27	 1	 1	 1	 -3	 -3	 -3
2300	 -0.15	 -0.67	 0.62	 1	 1	 1	 -3	 -3	 -3
2400	 -0.29	 -0.29	 0.09	 1	 1	 1	 -3	 -3	 -3
2500	 -0.33	 -0.55	 0.10	 1	 1	 1	 -3	 -3	 -3
2600	 -0.09	 -0.50	 0.16	 1	 1	 1	 -3	 -3	 -3
2700	 0.01	 -0.35	 0.79	 1	 1	 1	 -3	 -3	 -3
2800	 -0.24	 -0.31	 -0.01	 1	 1	 1	 -3	 -3	 -3
2900	 -0.22	 -0.41	 0.44	 1	 1	 1	 -3	 -3	 -3
3000	 -0.17	 0.24	 -0.00	 1	 1	 1	 -3	 -3	 -3
3100	 -0.39	 0.38	 0.27	 1	 1	 1	 -3	 -3	 -3
3200	 -1.31	 0.19	 0.28	 1	 1	 1	 -3	 -3	 -3
3300	 -1.19	 0.08	 0.42	 1	 1	 1	 -3	 -3	 -3
3400	 -0.53	 0.07	 0.13	 1	 1	 1	 -3	 -3	 -3
3500	 -0.42	 -0.12	 0.05	 1	 1	 1	 -3	 -3	 -3
