#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 -6.45	 81.15	 33.54	 11.00	 21.00	 14.00
300	 -6.46	 81.14	 33.47	 12.00	 21.00	 15.00
400	 -6.46	 81.14	 33.47	 12.00	 21.00	 15.00
500	 -6.53	 80.98	 31.66	 12.00	 22.00	 13.00
600	 -6.54	 80.97	 31.59	 12.00	 21.00	 13.00
700	 -6.54	 80.97	 31.59	 12.00	 21.00	 13.00
800	 -6.58	 80.85	 29.96	 12.00	 21.00	 13.00
900	 -6.59	 80.85	 29.92	 12.00	 21.00	 13.00
1000	 -6.59	 80.85	 29.92	 12.00	 21.00	 13.00
1100	 -6.63	 80.74	 28.33	 11.00	 21.00	 13.00
1200	 -6.63	 80.74	 28.30	 11.00	 21.00	 12.00
1300	 -6.63	 80.74	 28.30	 11.00	 21.00	 12.00
1400	 -6.66	 80.66	 26.85	 12.00	 22.00	 12.00
1500	 -6.66	 80.66	 26.85	 12.00	 21.00	 14.00
1600	 -6.66	 80.66	 26.85	 12.00	 21.00	 14.00
1700	 -6.70	 80.59	 25.39	 12.00	 21.00	 14.00
1800	 -6.70	 80.59	 25.33	 12.00	 20.00	 14.00
1900	 -6.70	 80.59	 25.33	 12.00	 20.00	 14.00
2000	 -6.71	 80.54	 24.00	 12.00	 21.00	 13.00
2100	 -6.71	 80.54	 24.00	 12.00	 21.00	 13.00
2200	 -6.71	 80.54	 24.00	 12.00	 21.00	 13.00
2300	 -6.73	 80.51	 22.62	 12.00	 21.00	 12.00
2400	 -6.72	 80.51	 22.55	 12.00	 21.00	 13.00
2500	 -6.72	 80.51	 22.55	 12.00	 21.00	 13.00
2600	 -6.74	 80.48	 21.25	 12.00	 22.00	 13.00
2700	 -6.74	 80.48	 21.18	 12.00	 22.00	 13.00
2800	 -6.74	 80.48	 21.18	 12.00	 22.00	 13.00
2900	 -6.76	 80.45	 19.85	 12.00	 20.00	 14.00
3000	 -6.76	 80.45	 19.85	 13.00	 22.00	 13.00
3100	 -6.76	 80.45	 19.85	 13.00	 22.00	 13.00
3200	 -6.77	 80.43	 18.50	 10.00	 22.00	 14.00
3300	 -6.77	 80.43	 18.43	 12.00	 21.00	 13.00
3400	 -6.77	 80.43	 18.43	 12.00	 21.00	 13.00
3500	 -6.78	 80.41	 17.08	 12.00	 22.00	 14.00
3600	 -6.78	 80.41	 17.01	 11.00	 22.00	 13.00
3700	 -6.78	 80.41	 17.01	 11.00	 22.00	 13.00
3800	 -6.78	 80.41	 15.70	 12.00	 21.00	 13.00
3900	 -6.79	 80.41	 15.66	 11.00	 22.00	 13.00
4000	 -6.79	 80.41	 15.66	 11.00	 22.00	 13.00
4100	 -6.79	 80.40	 14.25	 11.00	 20.00	 12.00
4200	 -6.79	 80.40	 14.25	 12.00	 21.00	 12.00
4300	 -6.79	 80.40	 14.25	 12.00	 21.00	 12.00
4400	 -6.79	 80.38	 12.77	 11.00	 22.00	 14.00
4500	 -6.79	 80.38	 12.70	 13.00	 23.00	 14.00
4600	 -6.79	 80.38	 12.70	 13.00	 23.00	 14.00
