#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason	 SD 
7200	 1.22 	1 	1.36 	0.14 	0 	-3	 0.13	 1.27 
7300	 1.22 	1 	1.36 	0.14 	1 	-3	 0.13	 1.27 
7400	 1.76 	1 	1.56 	0.20 	0 	-3	 0.17	 1.61 
7500	 1.76 	1 	1.66 	0.10 	0 	-3	 0.15	 1.72 
7600	 1.76 	1 	1.71 	0.05 	0 	-3	 0.14	 1.75 
7700	 1.76 	1 	1.73 	0.03 	0 	-3	 0.12	 1.76 
7800	 1.67 	1 	1.70 	0.03 	0 	-3	 0.12	 1.70 
7900	 1.85 	1 	1.78 	0.07 	0 	-3	 0.13	 1.80 
8000	 1.76 	1 	1.77 	0.01 	0 	-3	 0.12	 1.77 
8100	 1.67 	1 	1.72 	0.05 	0 	-3	 0.12	 1.70 
8200	 1.76 	1 	1.74 	0.02 	0 	-3	 0.12	 1.74 
8300	 2.02 	1 	1.88 	0.14 	0 	-3	 0.13	 1.94 
8400	 1.76 	1 	1.82 	0.06 	0 	-3	 0.14	 1.81 
8500	 1.76 	1 	1.79 	0.03 	0 	-3	 0.13	 1.78 
8600	 1.94 	1 	1.86 	0.08 	0 	-3	 0.13	 1.89 
8700	 1.94 	1 	1.90 	0.04 	0 	-3	 0.12	 1.93 
8800	 1.67 	1 	1.79 	0.12 	0 	-3	 0.14	 1.75 
8900	 1.94 	1 	1.86 	0.08 	0 	-3	 0.15	 1.88 
9000	 1.94 	1 	1.90 	0.04 	0 	-3	 0.13	 1.92 
9100	 1.67 	1 	1.79 	0.12 	0 	-3	 0.15	 1.75 
9200	 1.94 	1 	1.86 	0.08 	0 	-3	 0.16	 1.88 
9300	 1.94 	1 	1.90 	0.04 	0 	-3	 0.14	 1.92 
9400	 1.94 	1 	1.92 	0.02 	0 	-3	 0.13	 1.93 
9500	 1.94 	1 	1.93 	0.01 	0 	-3	 0.12	 1.94 
9600	 1.94 	1 	1.94 	0.00 	0 	-3	 0.11	 1.94 
9700	 1.76 	1 	1.85 	0.09 	0 	-3	 0.11	 1.81 
9800	 1.94 	1 	1.89 	0.05 	0 	-3	 0.12	 1.90 
9900	 1.94 	1 	1.92 	0.02 	0 	-3	 0.11	 1.93 
10000	 1.76 	1 	1.84 	0.08 	0 	-3	 0.11	 1.81 
10100	 1.76 	1 	1.80 	0.04 	0 	-3	 0.10	 1.78 
10200	 1.76 	1 	1.78 	0.02 	0 	-3	 0.09	 1.76 
10300	 1.76 	1 	1.77 	0.01 	0 	-3	 0.08	 1.76 
10400	 1.94 	1 	1.85 	0.09 	0 	-3	 0.09	 1.89 
10500	 1.76 	1 	1.81 	0.05 	0 	-3	 0.10	 1.80 
10600	 1.76 	1 	1.78 	0.02 	0 	-3	 0.09	 1.77 
10700	 1.76 	1 	1.77 	0.01 	0 	-3	 0.08	 1.76 
10800	 1.76 	1 	1.77 	0.01 	0 	-3	 0.07	 1.76 
10900	 1.76 	1 	1.76 	0.00 	0 	-3	 0.07	 1.76 
11000	 1.76 	1 	1.76 	0.00 	0 	-3	 0.06	 1.76 
11100	 1.76 	1 	1.76 	0.00 	0 	-3	 0.05	 1.76 
11200	 1.76 	1 	1.76 	0.00 	0 	-3	 0.05	 1.76 
11300	 1.76 	1 	1.76 	0.00 	0 	-3	 0.04	 1.76 
11400	 1.67 	1 	1.72 	0.05 	0 	-3	 0.05	 1.70 
11500	 1.76 	1 	1.74 	0.02 	0 	-3	 0.05	 1.74 
