#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 26.68	 61.41	 -78.15	 75.00	 10.00	 -18.00
300	 26.61	 61.30	 -78.85	 9.00	 20.00	 1.00
400	 26.61	 61.30	 -78.85	 9.00	 20.00	 1.00
500	 24.90	 55.90	 -93.02	 -46.00	 10.00	 -18.00
600	 24.80	 55.68	 -93.41	 156.00	 14.00	 5.00
700	 24.80	 55.68	 -93.41	 156.00	 14.00	 5.00
800	 22.14	 48.82	 -101.98	 86.00	 23.00	 -35.00
900	 22.10	 48.63	 -102.12	 23.00	 15.00	 -17.00
1000	 22.10	 48.63	 -102.12	 23.00	 15.00	 -17.00
1100	 19.04	 41.78	 -107.11	 48.00	 9.00	 3.00
1200	 18.90	 41.58	 -107.22	 -36.00	 15.00	 -55.00
1300	 18.90	 41.58	 -107.22	 -36.00	 15.00	 -55.00
1400	 15.78	 35.48	 -110.06	 58.00	 9.00	 -8.00
1500	 15.66	 35.26	 -110.15	 117.00	 25.00	 -6.00
1600	 15.66	 35.26	 -110.15	 117.00	 25.00	 -6.00
1700	 12.90	 30.11	 -111.70	 65.00	 25.00	 26.00
1800	 12.68	 29.88	 -111.79	 135.00	 34.00	 -10.00
1900	 12.68	 29.88	 -111.79	 135.00	 34.00	 -10.00
2000	 10.35	 25.70	 -112.61	 -59.00	 118.00	 -61.00
2100	 10.25	 25.57	 -112.64	 117.00	 107.00	 -131.00
2200	 10.25	 25.57	 -112.64	 117.00	 107.00	 -131.00
2300	 8.26	 22.33	 -112.76	 154.00	 -5.00	 6.00
2400	 8.18	 22.26	 -112.74	 265.00	 176.00	 -182.00
2500	 8.18	 22.26	 -112.74	 265.00	 176.00	 -182.00
2600	 3.99	 21.43	 -110.33	 53.00	 55.00	 -286.00
2700	 3.93	 21.46	 -110.19	 132.00	 13.00	 -153.00
2800	 3.93	 21.46	 -110.19	 132.00	 13.00	 -153.00
2900	 2.08	 19.58	 -107.45	 82.00	 50.00	 -81.00
3000	 1.96	 19.53	 -107.41	 115.00	 36.00	 -70.00
3100	 1.96	 19.53	 -107.41	 115.00	 36.00	 -70.00
3200	 1.10	 17.39	 -107.12	 -195.00	 -243.00	 -138.00
3300	 1.17	 17.26	 -107.06	 10.00	 -197.00	 -53.00
3400	 1.17	 17.26	 -107.06	 10.00	 -197.00	 -53.00
3500	 1.94	 13.25	 -105.47	 -28.00	 -149.00	 -37.00
3600	 1.95	 13.18	 -105.47	 64.00	 -11.00	 140.00
3700	 1.95	 13.18	 -105.47	 64.00	 -11.00	 140.00
3800	 0.36	 11.96	 -106.71	 43.00	 295.00	 102.00
3900	 0.21	 12.11	 -106.77	 65.00	 211.00	 97.00
4000	 0.21	 12.11	 -106.77	 65.00	 211.00	 97.00
4100	 -1.50	 14.62	 -108.38	 116.00	 -115.00	 77.00
4200	 -1.48	 14.63	 -108.40	 110.00	 -47.00	 -61.00
4300	 -1.48	 14.63	 -108.40	 110.00	 -47.00	 -61.00
4400	 -2.46	 12.31	 -108.78	 55.00	 -116.00	 -43.00
4500	 -2.43	 12.23	 -108.79	 -61.00	 -66.00	 44.00
4600	 -2.43	 12.23	 -108.79	 -61.00	 -66.00	 44.00
4700	 -3.54	 9.99	 -109.46	 -36.00	 -31.00	 94.00
4800	 -3.56	 10.00	 -109.50	 22.00	 62.00	 77.00
4900	 -3.56	 10.00	 -109.50	 22.00	 62.00	 77.00
5000	 -3.79	 9.69	 -110.30	 -104.00	 0.00	 86.00
5100	 -3.81	 9.66	 -110.33	 81.00	 164.00	 -64.00
5200	 -3.81	 9.66	 -110.33	 81.00	 164.00	 -64.00
5300	 -3.58	 10.80	 -110.98	 -90.00	 79.00	 -32.00
5400	 -3.52	 10.88	 -111.00	 215.00	 14.00	 0.00
5500	 -3.52	 10.88	 -111.00	 215.00	 14.00	 0.00
5600	 -3.40	 11.09	 -111.62	 -4.00	 -14.00	 129.00
5700	 -3.41	 11.09	 -111.65	 138.00	 -12.00	 130.00
5800	 -3.41	 11.09	 -111.65	 138.00	 -12.00	 130.00
5900	 -3.50	 11.15	 -112.65	 19.00	 -11.00	 111.00
6000	 -3.53	 11.17	 -112.69	 139.00	 -37.00	 118.00
6100	 -3.53	 11.17	 -112.69	 139.00	 -37.00	 118.00
6200	 -4.55	 10.63	 -113.25	 -7.00	 -40.00	 57.00
6300	 -4.60	 10.57	 -113.28	 -90.00	 21.00	 -78.00
6400	 -4.60	 10.57	 -113.28	 -90.00	 21.00	 -78.00
6500	 -3.72	 9.47	 -113.70	 -18.00	 -52.00	 86.00
6600	 -3.71	 9.41	 -113.73	 94.00	 11.00	 171.00
6700	 -3.71	 9.41	 -113.73	 94.00	 11.00	 171.00
6800	 -2.95	 8.89	 -116.08	 -1.00	 93.00	 209.00
6900	 -2.93	 8.89	 -116.22	 4.00	 75.00	 264.00
7000	 -2.93	 8.89	 -116.22	 4.00	 75.00	 264.00
7100	 -4.49	 10.13	 -120.45	 -86.00	 78.00	 248.00
7200	 -4.44	 10.22	 -120.59	 32.00	 62.00	 184.00
7300	 -4.44	 10.22	 -120.59	 32.00	 62.00	 184.00
7400	 -3.93	 10.33	 -124.95	 -80.00	 -155.00	 122.00
7500	 -3.95	 10.23	 -125.09	 -1.00	 -376.00	 187.00
7600	 -3.95	 10.23	 -125.09	 -1.00	 -376.00	 187.00
7700	 -3.30	 5.70	 -128.79	 -92.00	 34.00	 136.00
7800	 -3.36	 5.66	 -128.91	 -153.00	 -35.00	 44.00
7900	 -3.36	 5.66	 -128.91	 -153.00	 -35.00	 44.00
8000	 -2.54	 5.52	 -131.78	 -444.00	 -157.00	 130.00
8100	 -2.45	 5.67	 -131.86	 104.00	 -85.00	 232.00
8200	 -2.45	 5.67	 -131.86	 104.00	 -85.00	 232.00
8300	 -1.48	 6.59	 -134.02	 -182.00	 -125.00	 -74.00
8400	 -1.55	 6.94	 -134.06	 242.00	 164.00	 10.00
8500	 -1.55	 6.94	 -134.06	 242.00	 164.00	 10.00
8600	 0.63	 6.56	 -133.46	 42.00	 28.00	 -22.00
8700	 0.66	 6.53	 -133.45	 44.00	 24.00	 -22.00
8800	 0.66	 6.53	 -133.45	 44.00	 24.00	 -22.00
8900	 0.75	 6.65	 -132.86	 45.00	 42.00	 -30.00
9000	 0.75	 6.67	 -132.83	 53.00	 39.00	 -38.00
9100	 0.75	 6.67	 -132.83	 53.00	 39.00	 -38.00
9200	 0.70	 6.88	 -132.25	 52.00	 29.00	 -27.00
9300	 0.71	 6.89	 -132.23	 51.00	 27.00	 -30.00
9400	 0.71	 6.89	 -132.23	 51.00	 27.00	 -30.00
9500	 0.74	 7.01	 -131.64	 50.00	 21.00	 -23.00
9600	 0.75	 7.02	 -131.62	 63.00	 27.00	 -25.00
9700	 0.75	 7.02	 -131.62	 63.00	 27.00	 -25.00
9800	 0.76	 7.14	 -131.03	 55.00	 29.00	 -26.00
9900	 0.76	 7.14	 -131.02	 52.00	 27.00	 -28.00
10000	 0.76	 7.14	 -131.02	 52.00	 27.00	 -28.00
10100	 0.78	 7.23	 -130.43	 54.00	 28.00	 -27.00
10200	 0.79	 7.24	 -130.41	 53.00	 29.00	 -26.00
10300	 0.79	 7.24	 -130.41	 53.00	 29.00	 -26.00
10400	 0.80	 7.31	 -129.82	 54.00	 27.00	 -24.00
10500	 0.80	 7.31	 -129.81	 54.00	 28.00	 -26.00
10600	 0.80	 7.31	 -129.81	 54.00	 28.00	 -26.00
10700	 0.82	 7.37	 -129.22	 52.00	 31.00	 -26.00
10800	 0.82	 7.37	 -129.20	 49.00	 32.00	 -25.00
10900	 0.82	 7.37	 -129.20	 49.00	 32.00	 -25.00
11000	 0.83	 7.40	 -128.61	 53.00	 31.00	 -25.00
11100	 0.83	 7.41	 -128.59	 54.00	 32.00	 -25.00
11200	 0.83	 7.41	 -128.59	 54.00	 32.00	 -25.00
11300	 0.86	 7.45	 -128.01	 60.00	 35.00	 -26.00
11400	 0.86	 7.46	 -127.99	 45.00	 26.00	 -26.00
11500	 0.86	 7.46	 -127.99	 45.00	 26.00	 -26.00
11600	 0.91	 7.52	 -127.40	 41.00	 23.00	 -27.00
11700	 0.89	 7.53	 -127.38	 58.00	 36.00	 -26.00
