#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 22.60	 66.49	 -80.80	 -12.00	 -19.00	 -3.00
300	 22.57	 66.38	 -81.69	 -11.00	 -19.00	 -2.00
400	 22.57	 66.38	 -81.69	 -11.00	 -19.00	 -2.00
500	 21.46	 60.74	 -103.05	 -11.00	 -20.00	 -3.00
600	 21.42	 60.49	 -103.61	 -12.00	 -18.00	 -1.00
700	 21.42	 60.49	 -103.61	 -12.00	 -18.00	 -1.00
800	 19.55	 52.51	 -116.05	 -17.00	 -15.00	 -14.00
900	 19.47	 52.23	 -116.37	 -16.00	 -20.00	 -3.00
1000	 19.47	 52.23	 -116.37	 -16.00	 -20.00	 -3.00
1100	 17.26	 44.12	 -123.26	 28.00	 -15.00	 -18.00
1200	 17.13	 43.86	 -123.44	 -16.00	 -53.00	 -2.00
1300	 17.13	 43.86	 -123.44	 -16.00	 -53.00	 -2.00
1400	 14.86	 36.61	 -127.34	 -45.00	 -52.00	 7.00
1500	 14.76	 36.34	 -127.46	 35.00	 -24.00	 -1.00
1600	 14.76	 36.34	 -127.46	 35.00	 -24.00	 -1.00
1700	 12.61	 30.08	 -129.78	 7.00	 -57.00	 8.00
1800	 12.54	 29.96	 -129.83	 -80.00	 29.00	 -4.00
1900	 12.54	 29.96	 -129.83	 -80.00	 29.00	 -4.00
2000	 10.65	 24.61	 -131.26	 -26.00	 9.00	 -2.00
2100	 10.57	 24.42	 -131.30	 -45.00	 12.00	 -37.00
2200	 10.57	 24.42	 -131.30	 -45.00	 12.00	 -37.00
2300	 9.02	 20.11	 -132.16	 -51.00	 -9.00	 -43.00
2400	 8.95	 19.98	 -132.20	 -7.00	 -40.00	 14.00
2500	 8.95	 19.98	 -132.20	 -7.00	 -40.00	 14.00
2600	 7.60	 16.43	 -132.68	 51.00	 56.00	 -68.00
2700	 7.58	 16.32	 -132.69	 16.00	 -14.00	 -37.00
2800	 7.58	 16.32	 -132.69	 16.00	 -14.00	 -37.00
2900	 6.58	 13.42	 -132.62	 38.00	 -13.00	 -72.00
3000	 6.56	 13.35	 -132.61	 -54.00	 -33.00	 -35.00
3100	 6.56	 13.35	 -132.61	 -54.00	 -33.00	 -35.00
3200	 5.60	 10.86	 -131.86	 -65.00	 -94.00	 -67.00
3300	 5.58	 10.77	 -131.83	 48.00	 -64.00	 -124.00
3400	 5.58	 10.77	 -131.83	 48.00	 -64.00	 -124.00
3500	 4.81	 8.50	 -130.40	 7.00	 53.00	 -75.00
3600	 4.71	 8.44	 -130.34	 -4.00	 19.00	 -96.00
3700	 4.71	 8.44	 -130.34	 -4.00	 19.00	 -96.00
3800	 4.16	 7.76	 -128.91	 102.00	 31.00	 -34.00
3900	 4.17	 7.75	 -128.88	 35.00	 -67.00	 -30.00
4000	 4.17	 7.75	 -128.88	 35.00	 -67.00	 -30.00
4100	 3.86	 7.08	 -128.33	 79.00	 -6.00	 -62.00
4200	 3.83	 7.04	 -128.32	 -103.00	 -51.00	 -15.00
4300	 3.83	 7.04	 -128.32	 -103.00	 -51.00	 -15.00
4400	 3.32	 6.22	 -127.59	 51.00	 96.00	 -125.00
4500	 3.35	 6.19	 -127.56	 -59.00	 24.00	 -105.00
4600	 3.35	 6.19	 -127.56	 -59.00	 24.00	 -105.00
4700	 3.19	 5.44	 -126.23	 80.00	 152.00	 -33.00
4800	 3.19	 5.43	 -126.19	 -100.00	 343.00	 -68.00
4900	 3.19	 5.43	 -126.19	 -100.00	 343.00	 -68.00
5000	 3.16	 8.87	 -124.55	 -10.00	 32.00	 -81.00
5100	 3.18	 8.90	 -124.50	 -46.00	 -80.00	 -39.00
5200	 3.18	 8.90	 -124.50	 -46.00	 -80.00	 -39.00
5300	 3.22	 7.48	 -123.43	 38.00	 -82.00	 -59.00
5400	 3.19	 7.40	 -123.40	 -169.00	 -206.00	 -65.00
5500	 3.19	 7.40	 -123.40	 -169.00	 -206.00	 -65.00
5600	 3.41	 4.82	 -122.22	 62.00	 -143.00	 -90.00
5700	 3.34	 4.70	 -122.16	 -61.00	 -174.00	 -75.00
5800	 3.34	 4.70	 -122.16	 -61.00	 -174.00	 -75.00
5900	 1.95	 2.36	 -120.55	 80.00	 19.00	 -85.00
6000	 1.89	 2.33	 -120.51	 -50.00	 -101.00	 22.00
6100	 1.89	 2.33	 -120.51	 -50.00	 -101.00	 22.00
6200	 1.51	 2.13	 -120.23	 74.00	 101.00	 4.00
6300	 1.49	 2.15	 -120.24	 32.00	 -8.00	 10.00
6400	 1.49	 2.15	 -120.24	 32.00	 -8.00	 10.00
6500	 1.28	 2.20	 -120.98	 -87.00	 43.00	 0.00
6600	 1.32	 2.17	 -121.01	 37.00	 62.00	 3.00
6700	 1.32	 2.17	 -121.01	 37.00	 62.00	 3.00
6800	 1.88	 2.69	 -121.69	 -119.00	 200.00	 3.00
6900	 1.92	 2.82	 -121.71	 -96.00	 209.00	 -35.00
7000	 1.92	 2.82	 -121.71	 -96.00	 209.00	 -35.00
7100	 3.08	 4.80	 -121.94	 71.00	 9.00	 -79.00
7200	 3.04	 4.76	 -121.93	 23.00	 28.00	 -48.00
7300	 3.04	 4.76	 -121.93	 23.00	 28.00	 -48.00
7400	 2.26	 4.29	 -121.13	 -61.00	 160.00	 -68.00
7500	 2.28	 4.31	 -121.09	 5.00	 152.00	 -4.00
7600	 2.28	 4.31	 -121.09	 5.00	 152.00	 -4.00
