#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason 
200	 -1.00 	0 	0.00 	1.00 	0 	0 
300	 -1.00 	0 	0.00 	1.00 	1 	0 
400	 -1.00 	0 	0.00 	1.00 	2 	0 
500	 -1.00 	0 	0.00 	1.00 	3 	0 
600	 142.63 	0 	85.58 	57.05 	3 	57.05 
700	 150.19 	0 	124.35 	25.84 	0 	25.84 
800	 150.19 	0 	124.35 	25.84 	1 	25.84 
900	 150.19 	0 	124.35 	25.84 	2 	25.84 
1000	 150.19 	0 	124.35 	25.84 	3 	25.84 
1100	 146.18 	0 	137.45 	8.73 	0 	8.73 
1200	 130.43 	0 	133.24 	2.81 	0 	-1 
1300	 130.43 	0 	133.24 	2.81 	1 	-1 
1400	 130.43 	0 	133.24 	2.81 	2 	-1 
1500	 150.37 	0 	143.52 	6.85 	0 	6.85 
1600	 150.37 	0 	143.52 	6.85 	1 	6.85 
1700	 150.37 	0 	143.52 	6.85 	2 	6.85 
1800	 150.37 	0 	143.52 	6.85 	3 	6.85 
1900	 271.57 	0 	220.35 	51.22 	3 	51.22 
2000	 239.09 	0 	231.59 	7.50 	3 	7.50 
2100	 260.09 	0 	248.69 	11.40 	3 	11.40 
2200	 145.12 	0 	186.55 	41.43 	3 	41.43 
2300	 -1.00 	0 	186.55 	187.55 	3 	0 
2400	 142.27 	0 	159.98 	17.71 	3 	17.71 
2500	 140.76 	0 	148.45 	7.69 	0 	7.69 
2600	 141.47 	1 	144.26 	2.79 	0 	-3 
2700	 135.68 	0 	139.11 	3.43 	0 	3.43 
2800	 -1.00 	0 	139.11 	140.11 	0 	0 
2900	 -1.00 	0 	139.11 	140.11 	0 	0 
3000	 -1.00 	0 	139.11 	140.11 	1 	0 
3100	 -1.00 	0 	139.11 	140.11 	2 	0 
3200	 -1.00 	0 	139.11 	140.11 	3 	0 
3300	 114.77 	0 	124.51 	9.74 	3 	9.74 
3400	 125.27 	1 	124.96 	0.31 	0 	-3 
3500	 141.74 	0 	135.03 	6.71 	0 	6.71 
3600	 141.74 	0 	135.03 	6.71 	1 	6.71 
3700	 137.29 	1 	136.39 	0.90 	0 	-3 
3800	 137.29 	1 	136.39 	0.90 	1 	-3 
3900	 137.29 	1 	136.39 	0.90 	2 	-3 
4000	 117.62 	0 	125.13 	7.51 	0 	7.51 
