#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason 
200	 10.48 	0 	6.29 	4.19 	0 	4.19 
300	 10.75 	0 	8.97 	1.78 	0 	-1 
400	 8.43 	0 	8.64 	0.21 	0 	-1 
500	 8.43 	0 	8.52 	0.09 	0 	-1 
600	 10.75 	0 	9.86 	0.89 	0 	-1 
700	 8.43 	0 	9.00 	0.57 	0 	-1 
800	 8.79 	0 	8.87 	0.08 	0 	-1 
900	 10.12 	0 	9.62 	0.50 	0 	-1 
1000	 10.83 	0 	10.35 	0.48 	0 	-1 
1100	 10.83 	0 	10.64 	0.19 	0 	-1 
1200	 10.21 	0 	10.38 	0.17 	0 	-1 
1300	 10.75 	0 	10.60 	0.15 	0 	-1 
1400	 10.83 	0 	10.74 	0.09 	0 	-1 
1500	 8.43 	0 	9.35 	0.92 	0 	-1 
1600	 8.61 	0 	8.91 	0.30 	0 	-1 
1700	 8.61 	0 	8.73 	0.12 	0 	-1 
1800	 11.28 	0 	10.26 	1.02 	0 	-1 
1900	 13.33 	0 	12.10 	1.23 	0 	-1 
2000	 16.89 	0 	14.97 	1.92 	0 	-1 
2100	 21.16 	0 	18.69 	2.47 	0 	-1 
2200	 28.63 	0 	24.65 	3.98 	0 	3.98 
2300	 35.84 	0 	31.36 	4.48 	0 	4.48 
2400	 42.25 	0 	37.90 	4.35 	0 	4.35 
2500	 47.50 	0 	43.66 	3.84 	0 	3.84 
2600	 51.41 	0 	48.31 	3.10 	0 	3.10 
2700	 55.24 	1 	52.47 	2.77 	0 	-3 
2800	 57.20 	1 	55.31 	1.89 	0 	-3 
2900	 57.11 	1 	56.39 	0.72 	0 	-3 
3000	 60.22 	1 	58.69 	1.53 	0 	-3 
3100	 58.09 	1 	58.33 	0.24 	0 	-3 
3200	 57.37 	1 	57.75 	0.38 	0 	-3 
3300	 56.84 	1 	57.21 	0.37 	0 	-3 
3400	 57.20 	1 	57.20 	0.00 	0 	-3 
3500	 55.77 	1 	56.34 	0.57 	0 	-3 
3600	 56.13 	1 	56.22 	0.09 	0 	-3 
3700	 47.59 	0 	51.04 	3.45 	0 	3.45 
3800	 49.01 	1 	49.82 	0.81 	0 	-3 
3900	 46.61 	1 	47.89 	1.28 	0 	-3 
4000	 46.70 	1 	47.18 	0.48 	0 	-3 
4100	 46.25 	1 	46.62 	0.37 	0 	-3 
4200	 45.72 	1 	46.08 	0.36 	0 	-3 
4300	 46.87 	1 	46.55 	0.32 	0 	-3 
4400	 47.59 	1 	47.18 	0.41 	0 	-3 
4500	 46.25 	1 	46.62 	0.37 	0 	-3 
4600	 47.32 	1 	47.04 	0.28 	0 	-3 
4700	 45.01 	1 	45.82 	0.81 	0 	-3 
4800	 49.99 	1 	48.32 	1.67 	0 	-3 
4900	 47.76 	1 	47.99 	0.23 	0 	-3 
5000	 48.57 	1 	48.34 	0.23 	0 	-3 
5100	 48.92 	1 	48.69 	0.23 	0 	-3 
5200	 51.50 	1 	50.37 	1.13 	0 	-3 
5300	 52.04 	1 	51.37 	0.67 	0 	-3 
5400	 55.86 	1 	54.07 	1.79 	0 	-3 
5500	 62.71 	0 	59.25 	3.46 	0 	3.46 
5600	 64.94 	1 	62.66 	2.28 	0 	-3 
5700	 69.48 	1 	66.75 	2.73 	0 	-3 
5800	 74.02 	1 	71.11 	2.91 	0 	-3 
5900	 81.31 	0 	77.23 	4.08 	0 	4.08 
6000	 84.25 	1 	81.44 	2.81 	0 	-3 
6100	 84.25 	1 	81.44 	2.81 	1 	-3 
6200	 88.79 	1 	85.85 	2.94 	0 	-3 
6300	 92.79 	1 	90.01 	2.78 	0 	-3 
6400	 94.04 	1 	92.43 	1.61 	0 	-3 
6500	 96.00 	1 	94.57 	1.43 	0 	-3 
6600	 94.57 	1 	94.57 	0.00 	0 	-3 
6700	 96.80 	1 	95.91 	0.89 	0 	-3 
6800	 97.69 	1 	96.98 	0.71 	0 	-3 
6900	 95.55 	1 	96.12 	0.57 	0 	-3 
7000	 95.02 	1 	95.46 	0.44 	0 	-3 
7100	 95.11 	1 	95.25 	0.14 	0 	-3 
7200	 94.93 	1 	95.06 	0.13 	0 	-3 
7300	 91.99 	1 	93.22 	1.23 	0 	-3 
7400	 91.10 	1 	91.95 	0.85 	0 	-3 
7500	 90.66 	1 	91.17 	0.51 	0 	-3 
7600	 89.14 	1 	89.95 	0.81 	0 	-3 
7700	 84.43 	1 	86.64 	2.21 	0 	-3 
7800	 79.00 	0 	82.06 	3.06 	0 	3.06 
7900	 75.97 	1 	78.40 	2.43 	0 	-3 
8000	 75.71 	1 	76.79 	1.08 	0 	-3 
8100	 76.60 	1 	76.68 	0.08 	0 	-3 
8200	 69.83 	1 	72.57 	2.74 	0 	-3 
8300	 67.07 	1 	69.27 	2.20 	0 	-3 
8400	 63.52 	1 	65.82 	2.30 	0 	-3 
8500	 62.54 	1 	63.85 	1.31 	0 	-3 
8600	 60.76 	1 	62.00 	1.24 	0 	-3 
8700	 60.22 	1 	60.93 	0.71 	0 	-3 
8800	 59.87 	1 	60.29 	0.42 	0 	-3 
8900	 57.55 	1 	58.65 	1.10 	0 	-3 
9000	 60.13 	1 	59.54 	0.59 	0 	-3 
9100	 59.51 	1 	59.52 	0.01 	0 	-3 
9200	 57.64 	1 	58.39 	0.75 	0 	-3 
9300	 63.34 	1 	61.36 	1.98 	0 	-3 
9400	 -1.00 	0 	61.36 	62.36 	0 	0 
9500	 -1.00 	0 	61.36 	62.36 	1 	0 
9600	 -1.00 	0 	61.36 	62.36 	2 	0 
9700	 -1.00 	0 	61.36 	62.36 	3 	0 
9800	 66.99 	1 	64.74 	2.25 	3 	-3 
9900	 70.28 	1 	68.06 	2.22 	0 	-3 
10000	 71.08 	1 	69.87 	1.21 	0 	-3 
10100	 72.68 	1 	71.56 	1.12 	0 	-3 
10200	 76.86 	1 	74.74 	2.12 	0 	-3 
10300	 90.66 	0 	84.29 	6.37 	0 	6.37 
10400	 78.91 	1 	81.06 	2.15 	0 	-3 
10500	 81.49 	1 	81.32 	0.17 	0 	-3 
10600	 85.58 	1 	83.88 	1.70 	0 	-3 
10700	 84.87 	1 	84.47 	0.40 	0 	-3 
10800	 90.21 	1 	87.91 	2.30 	0 	-3 
10900	 93.06 	1 	91.00 	2.06 	0 	-3 
11000	 93.06 	1 	92.24 	0.82 	0 	-3 
11100	 94.75 	1 	93.74 	1.01 	0 	-3 
11200	 92.44 	1 	92.96 	0.52 	0 	-3 
11300	 93.15 	1 	93.07 	0.08 	0 	-3 
11400	 93.24 	1 	93.17 	0.07 	0 	-3 
11500	 91.28 	1 	92.04 	0.76 	0 	-3 
11600	 93.50 	1 	92.92 	0.58 	0 	-3 
11700	 92.70 	1 	92.79 	0.09 	0 	-3 
11800	 88.88 	1 	90.44 	1.56 	0 	-3 
11900	 86.47 	1 	88.06 	1.59 	0 	-3 
12000	 87.99 	1 	88.02 	0.03 	0 	-3 
12100	 81.76 	1 	84.26 	2.50 	0 	-3 
12200	 82.02 	1 	82.92 	0.90 	0 	-3 
12300	 77.04 	1 	79.39 	2.35 	0 	-3 
12400	 74.10 	1 	76.22 	2.12 	0 	-3 
12500	 73.57 	1 	74.63 	1.06 	0 	-3 
12600	 73.48 	1 	73.94 	0.46 	0 	-3 
12700	 69.48 	1 	71.26 	1.78 	0 	-3 
12800	 67.25 	1 	68.86 	1.61 	0 	-3 
12900	 64.85 	1 	66.45 	1.60 	0 	-3 
13000	 63.34 	1 	64.58 	1.24 	0 	-3 
13100	 65.21 	1 	64.96 	0.25 	0 	-3 
13200	 63.16 	1 	63.88 	0.72 	0 	-3 
13300	 63.16 	1 	63.45 	0.29 	0 	-3 
13400	 62.71 	1 	63.01 	0.30 	0 	-3 
13500	 64.67 	1 	64.00 	0.67 	0 	-3 
13600	 66.90 	1 	65.74 	1.16 	0 	-3 
13700	 69.57 	1 	68.04 	1.53 	0 	-3 
13800	 74.10 	1 	71.68 	2.42 	0 	-3 
13900	 74.91 	1 	73.62 	1.29 	0 	-3 
14000	 74.37 	1 	74.07 	0.30 	0 	-3 
14100	 77.93 	1 	76.39 	1.54 	0 	-3 
14200	 77.84 	1 	77.26 	0.58 	0 	-3 
14300	 75.44 	1 	76.17 	0.73 	0 	-3 
14400	 76.69 	1 	76.48 	0.21 	0 	-3 
14500	 76.06 	1 	76.23 	0.17 	0 	-3 
14600	 78.02 	1 	77.30 	0.72 	0 	-3 
14700	 79.00 	1 	78.32 	0.68 	0 	-3 
14800	 79.18 	1 	78.84 	0.34 	0 	-3 
14900	 79.98 	1 	79.52 	0.46 	0 	-3 
15000	 79.35 	1 	79.42 	0.07 	0 	-3 
15100	 76.95 	1 	77.94 	0.99 	0 	-3 
15200	 79.18 	1 	78.68 	0.50 	0 	-3 
15300	 78.20 	1 	78.39 	0.19 	0 	-3 
15400	 77.22 	1 	77.69 	0.47 	0 	-3 
15500	 78.38 	1 	78.10 	0.28 	0 	-3 
15600	 76.86 	1 	77.36 	0.50 	0 	-3 
15700	 77.31 	1 	77.33 	0.02 	0 	-3 
15800	 78.20 	1 	77.85 	0.35 	0 	-3 
15900	 77.40 	1 	77.58 	0.18 	0 	-3 
16000	 75.44 	1 	76.30 	0.86 	0 	-3 
16100	 71.97 	1 	73.70 	1.73 	0 	-3 
16200	 70.37 	1 	71.70 	1.33 	0 	-3 
16300	 70.72 	1 	71.11 	0.39 	0 	-3 
16400	 67.70 	1 	69.07 	1.37 	0 	-3 
16500	 67.34 	1 	68.03 	0.69 	0 	-3 
16600	 66.10 	1 	66.87 	0.77 	0 	-3 
16700	 69.83 	1 	68.65 	1.18 	0 	-3 
16800	 67.07 	1 	67.70 	0.63 	0 	-3 
16900	 67.52 	1 	67.59 	0.07 	0 	-3 
17000	 69.39 	1 	68.67 	0.72 	0 	-3 
17100	 67.16 	1 	67.76 	0.60 	0 	-3 
17200	 64.67 	1 	65.91 	1.24 	0 	-3 
17300	 63.60 	1 	64.52 	0.92 	0 	-3 
17400	 63.16 	1 	63.71 	0.55 	0 	-3 
17500	 62.45 	1 	62.95 	0.50 	0 	-3 
17600	 61.74 	1 	62.22 	0.48 	0 	-3 
17700	 60.13 	1 	60.97 	0.84 	0 	-3 
17800	 58.62 	1 	59.56 	0.94 	0 	-3 
17900	 57.55 	1 	58.35 	0.80 	0 	-3 
18000	 58.00 	1 	58.14 	0.14 	0 	-3 
18100	 57.29 	1 	57.63 	0.34 	0 	-3 
18200	 55.51 	1 	56.36 	0.85 	0 	-3 
18300	 56.84 	1 	56.65 	0.19 	0 	-3 
18400	 58.18 	1 	57.57 	0.61 	0 	-3 
18500	 59.51 	1 	58.73 	0.78 	0 	-3 
18600	 60.40 	1 	59.73 	0.67 	0 	-3 
18700	 67.70 	0 	64.51 	3.19 	0 	3.19 
18800	 68.41 	1 	66.85 	1.56 	0 	-3 
18900	 74.02 	1 	71.15 	2.87 	0 	-3 
19000	 77.04 	1 	74.69 	2.35 	0 	-3 
19100	 80.51 	1 	78.18 	2.33 	0 	-3 
19200	 82.83 	1 	80.97 	1.86 	0 	-3 
