#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 18.19	 62.74	 -107.60	 148.00	 33.00	 -24.00
300	 18.17	 62.52	 -108.00	 -13.00	 27.00	 -11.00
400	 18.17	 62.52	 -108.00	 -13.00	 27.00	 -11.00
500	 16.71	 54.07	 -119.49	 87.00	 29.00	 -5.00
600	 16.73	 53.84	 -119.69	 82.00	 9.00	 -15.00
700	 16.73	 53.84	 -119.69	 82.00	 9.00	 -15.00
800	 15.20	 45.79	 -125.81	 -25.00	 28.00	 -50.00
900	 15.16	 45.50	 -125.98	 -158.00	 -13.00	 -48.00
1000	 15.16	 45.50	 -125.98	 -158.00	 -13.00	 -48.00
1100	 13.47	 38.36	 -129.53	 28.00	 -19.00	 6.00
1200	 13.42	 38.17	 -129.64	 -10.00	 14.00	 52.00
1300	 13.42	 38.17	 -129.64	 -10.00	 14.00	 52.00
1400	 11.98	 32.30	 -131.73	 52.00	 38.00	 -23.00
1500	 11.89	 32.10	 -131.77	 38.00	 -28.00	 -66.00
1600	 11.89	 32.10	 -131.77	 38.00	 -28.00	 -66.00
1700	 9.64	 27.13	 -132.71	 95.00	 145.00	 -153.00
1800	 9.47	 27.04	 -132.69	 65.00	 49.00	 -249.00
1900	 9.47	 27.04	 -132.69	 65.00	 49.00	 -249.00
2000	 7.44	 23.22	 -131.45	 -8.00	 12.00	 -37.00
2100	 7.36	 23.10	 -131.41	 39.00	 83.00	 -48.00
2200	 7.36	 23.10	 -131.41	 39.00	 83.00	 -48.00
2300	 5.40	 19.86	 -131.19	 19.00	 94.00	 8.00
2400	 5.41	 19.79	 -131.21	 108.00	 -29.00	 37.00
2500	 5.41	 19.79	 -131.21	 108.00	 -29.00	 37.00
2600	 4.54	 18.26	 -131.53	 73.00	 8.00	 -52.00
2700	 4.47	 18.17	 -131.56	 -15.00	 -90.00	 84.00
2800	 4.47	 18.17	 -131.56	 -15.00	 -90.00	 84.00
2900	 3.64	 16.32	 -132.26	 -33.00	 -46.00	 66.00
3000	 3.55	 16.26	 -132.29	 -115.00	 -107.00	 143.00
3100	 3.55	 16.26	 -132.29	 -115.00	 -107.00	 143.00
3200	 2.72	 14.52	 -133.75	 29.00	 11.00	 124.00
3300	 2.60	 14.47	 -133.82	 60.00	 27.00	 10.00
3400	 2.60	 14.47	 -133.82	 60.00	 27.00	 10.00
3500	 2.14	 13.07	 -135.34	 90.00	 -27.00	 118.00
3600	 2.08	 13.03	 -135.38	 -89.00	 -28.00	 -12.00
3700	 2.08	 13.03	 -135.38	 -89.00	 -28.00	 -12.00
3800	 2.13	 11.89	 -136.53	 127.00	 -64.00	 103.00
3900	 2.15	 11.88	 -136.57	 -243.00	 -48.00	 26.00
4000	 2.15	 11.88	 -136.57	 -243.00	 -48.00	 26.00
4100	 3.04	 11.05	 -137.77	 -50.00	 -28.00	 46.00
4200	 3.11	 11.04	 -137.82	 -122.00	 -49.00	 148.00
4300	 3.11	 11.04	 -137.82	 -122.00	 -49.00	 148.00
4400	 3.36	 10.79	 -138.91	 -219.00	 8.00	 68.00
4500	 3.37	 10.77	 -138.94	 -118.00	 108.00	 -15.00
4600	 3.37	 10.77	 -138.94	 -118.00	 108.00	 -15.00
4700	 3.53	 10.09	 -140.16	 124.00	 -55.00	 42.00
4800	 3.56	 10.09	 -140.19	 150.00	 9.00	 143.00
4900	 3.56	 10.09	 -140.19	 150.00	 9.00	 143.00
5000	 -0.08	 10.07	 -140.66	 -39.00	 -29.00	 -39.00
5100	 -0.24	 10.10	 -140.68	 -15.00	 8.00	 -44.00
5200	 -0.24	 10.10	 -140.68	 -15.00	 8.00	 -44.00
5300	 0.55	 9.39	 -141.34	 -128.00	 68.00	 17.00
5400	 0.59	 9.40	 -141.36	 -65.00	 -59.00	 39.00
5500	 0.59	 9.40	 -141.36	 -65.00	 -59.00	 39.00
5600	 1.16	 9.06	 -141.98	 75.00	 17.00	 91.00
5700	 1.10	 9.07	 -142.01	 -58.00	 172.00	 -24.00
5800	 1.10	 9.07	 -142.01	 -58.00	 172.00	 -24.00
5900	 1.13	 10.01	 -142.46	 -2.00	 -8.00	 27.00
6000	 1.16	 10.02	 -142.49	 100.00	 15.00	 31.00
6100	 1.16	 10.02	 -142.49	 100.00	 15.00	 31.00
6200	 1.88	 10.32	 -142.95	 -125.00	 51.00	 -41.00
6300	 1.89	 10.30	 -142.93	 -128.00	 29.00	 -46.00
6400	 1.89	 10.30	 -142.93	 -128.00	 29.00	 -46.00
6500	 1.80	 9.90	 -142.55	 17.00	 13.00	 -105.00
6600	 1.86	 9.92	 -142.52	 -101.00	 4.00	 -18.00
6700	 1.86	 9.92	 -142.52	 -101.00	 4.00	 -18.00
6800	 1.48	 8.54	 -142.07	 25.00	 82.00	 -106.00
6900	 1.49	 8.48	 -142.07	 140.00	 26.00	 -43.00
7000	 1.49	 8.48	 -142.07	 140.00	 26.00	 -43.00
7100	 0.26	 8.54	 -141.89	 53.00	 62.00	 73.00
7200	 0.18	 8.53	 -141.89	 -82.00	 -137.00	 86.00
7300	 0.18	 8.53	 -141.89	 -82.00	 -137.00	 86.00
7400	 0.16	 8.34	 -142.86	 -14.00	 -54.00	 68.00
7500	 0.21	 8.35	 -142.92	 -24.00	 -33.00	 72.00
7600	 0.21	 8.35	 -142.92	 -24.00	 -33.00	 72.00
7700	 0.71	 7.41	 -144.48	 -51.00	 -18.00	 81.00
7800	 0.73	 7.41	 -144.52	 83.00	 31.00	 80.00
7900	 0.73	 7.41	 -144.52	 83.00	 31.00	 80.00
8000	 0.08	 8.05	 -145.21	 -131.00	 -36.00	 37.00
8100	 0.05	 8.10	 -145.21	 -150.00	 -67.00	 28.00
8200	 0.05	 8.10	 -145.21	 -150.00	 -67.00	 28.00
8300	 2.01	 7.33	 -145.76	 -173.00	 30.00	 -156.00
8400	 2.34	 7.24	 -145.70	 31.00	 -58.00	 53.00
8500	 2.34	 7.24	 -145.70	 31.00	 -58.00	 53.00
8600	 3.59	 6.61	 -144.77	 77.00	 -182.00	 82.00
8700	 3.40	 6.55	 -144.78	 -155.00	 227.00	 -130.00
8800	 3.40	 6.55	 -144.78	 -155.00	 227.00	 -130.00
8900	 5.06	 6.70	 -145.17	 77.00	 -82.00	 -22.00
9000	 4.93	 6.86	 -145.16	 -1.00	 17.00	 -32.00
9100	 4.93	 6.86	 -145.16	 -1.00	 17.00	 -32.00
9200	 3.58	 6.98	 -144.82	 3.00	 -2.00	 -18.00
9300	 3.57	 6.96	 -144.80	 1.00	 9.00	 -42.00
9400	 3.57	 6.96	 -144.80	 1.00	 9.00	 -42.00
9500	 3.61	 6.90	 -144.50	 -13.00	 15.00	 -37.00
9600	 3.61	 6.89	 -144.48	 -14.00	 17.00	 -39.00
9700	 3.61	 6.89	 -144.48	 -14.00	 17.00	 -39.00
9800	 3.58	 6.87	 -144.19	 -4.00	 2.00	 -18.00
9900	 3.58	 6.87	 -144.18	 -10.00	 -2.00	 -16.00
10000	 3.58	 6.87	 -144.18	 -10.00	 -2.00	 -16.00
10100	 3.59	 6.85	 -143.88	 -15.00	 2.00	 -18.00
10200	 3.59	 6.85	 -143.87	 -12.00	 6.00	 -18.00
10300	 3.59	 6.85	 -143.87	 -12.00	 6.00	 -18.00
10400	 3.60	 6.81	 -143.58	 -14.00	 2.00	 -19.00
10500	 3.60	 6.81	 -143.56	 -13.00	 3.00	 -19.00
10600	 3.60	 6.81	 -143.56	 -13.00	 3.00	 -19.00
10700	 3.61	 6.79	 -143.27	 -13.00	 4.00	 -17.00
10800	 3.61	 6.79	 -143.26	 -14.00	 1.00	 -16.00
10900	 3.61	 6.79	 -143.26	 -14.00	 1.00	 -16.00
11000	 3.62	 6.78	 -142.96	 -13.00	 2.00	 -18.00
11100	 3.62	 6.78	 -142.96	 -13.00	 3.00	 -20.00
11200	 3.62	 6.78	 -142.96	 -13.00	 3.00	 -20.00
11300	 3.63	 6.75	 -142.66	 -13.00	 1.00	 -18.00
11400	 3.63	 6.75	 -142.65	 -13.00	 3.00	 -18.00
11500	 3.63	 6.75	 -142.65	 -13.00	 3.00	 -18.00
11600	 3.63	 6.75	 -142.36	 -13.00	 2.00	 -17.00
11700	 3.63	 6.74	 -142.35	 -14.00	 3.00	 -18.00
11800	 3.63	 6.74	 -142.35	 -14.00	 3.00	 -18.00
11900	 3.64	 6.74	 -142.06	 -13.00	 3.00	 -18.00
12000	 3.63	 6.74	 -142.04	 -13.00	 2.00	 -18.00
12100	 3.63	 6.74	 -142.04	 -13.00	 2.00	 -18.00
12200	 3.63	 6.72	 -141.74	 -18.00	 7.00	 -18.00
12300	 3.63	 6.72	 -141.74	 -14.00	 4.00	 -17.00
12400	 3.63	 6.72	 -141.74	 -14.00	 4.00	 -17.00
12500	 3.64	 6.73	 -141.43	 -15.00	 7.00	 -18.00
12600	 3.64	 6.73	 -141.43	 -12.00	 4.00	 -18.00
12700	 3.64	 6.73	 -141.43	 -12.00	 4.00	 -18.00
12800	 3.64	 6.73	 -141.13	 -16.00	 4.00	 -18.00
12900	 3.64	 6.73	 -141.12	 -12.00	 2.00	 -17.00
13000	 3.64	 6.73	 -141.12	 -12.00	 2.00	 -17.00
13100	 3.64	 6.72	 -140.82	 -15.00	 4.00	 -18.00
13200	 3.64	 6.72	 -140.81	 -15.00	 7.00	 -19.00
13300	 3.64	 6.72	 -140.81	 -15.00	 7.00	 -19.00
13400	 3.62	 6.72	 -140.52	 -13.00	 6.00	 -17.00
13500	 3.63	 6.73	 -140.51	 -15.00	 3.00	 -18.00
13600	 3.63	 6.73	 -140.51	 -15.00	 3.00	 -18.00
13700	 3.63	 6.72	 -140.21	 -17.00	 2.00	 -17.00
13800	 3.63	 6.73	 -140.20	 -15.00	 6.00	 -17.00
13900	 3.63	 6.73	 -140.20	 -15.00	 6.00	 -17.00
14000	 3.63	 6.73	 -140.20	 -15.00	 6.00	 -17.00
14100	 3.62	 6.72	 -139.80	 -14.00	 2.00	 -18.00
14200	 3.62	 6.72	 -139.79	 -15.00	 4.00	 -18.00
14300	 3.62	 6.72	 -139.79	 -15.00	 4.00	 -18.00
14400	 3.62	 6.72	 -139.79	 -15.00	 4.00	 -18.00
14500	 3.63	 6.72	 -139.41	 -12.00	 2.00	 -17.00
14600	 3.63	 6.72	 -139.39	 -15.00	 2.00	 -18.00
14700	 3.63	 6.72	 -139.39	 -15.00	 2.00	 -18.00
14800	 3.63	 6.71	 -139.10	 -12.00	 2.00	 -17.00
14900	 3.63	 6.71	 -139.09	 -12.00	 3.00	 -17.00
15000	 3.63	 6.71	 -139.09	 -12.00	 3.00	 -17.00
15100	 3.63	 6.71	 -139.09	 -12.00	 3.00	 -17.00
