#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 4.57	 15.55	 -150.02	 -74.00	 10.00	 169.00
300	 4.58	 15.55	 -150.09	 -55.00	 -37.00	 66.00
400	 4.58	 15.55	 -150.09	 -55.00	 -37.00	 66.00
500	 4.92	 14.83	 -152.03	 -319.00	 27.00	 14.00
600	 4.92	 14.81	 -152.09	 -29.00	 51.00	 97.00
700	 4.92	 14.81	 -152.09	 -29.00	 51.00	 97.00
800	 5.15	 14.22	 -153.56	 38.00	 -74.00	 130.00
900	 5.17	 14.21	 -153.62	 -50.00	 104.00	 53.00
1000	 5.17	 14.21	 -153.62	 -50.00	 104.00	 53.00
1100	 5.37	 13.62	 -155.12	 3.00	 -89.00	 89.00
1200	 5.40	 13.61	 -155.16	 -99.00	 -4.00	 -60.00
1300	 5.40	 13.61	 -155.16	 -99.00	 -4.00	 -60.00
1400	 5.54	 12.95	 -155.52	 41.00	 168.00	 -65.00
1500	 5.49	 12.92	 -155.50	 145.00	 167.00	 -63.00
1600	 5.49	 12.92	 -155.50	 145.00	 167.00	 -63.00
1700	 3.50	 12.87	 -154.96	 116.00	 -87.00	 172.00
1800	 3.48	 12.93	 -154.95	 -25.00	 -13.00	 174.00
1900	 3.48	 12.93	 -154.95	 -25.00	 -13.00	 174.00
2000	 2.65	 12.59	 -157.57	 48.00	 -162.00	 186.00
2100	 2.65	 12.58	 -157.71	 30.00	 -143.00	 199.00
2200	 2.65	 12.58	 -157.71	 30.00	 -143.00	 199.00
2300	 1.84	 12.23	 -160.93	 -142.00	 143.00	 94.00
2400	 1.81	 12.22	 -161.04	 -149.00	 110.00	 152.00
2500	 1.81	 12.22	 -161.04	 -149.00	 110.00	 152.00
2600	 2.96	 12.11	 -163.97	 11.00	 -245.00	 150.00
2700	 3.00	 12.19	 -164.08	 119.00	 -139.00	 220.00
2800	 3.00	 12.19	 -164.08	 119.00	 -139.00	 220.00
2900	 1.01	 11.06	 -167.17	 -140.00	 159.00	 201.00
3000	 0.97	 11.00	 -167.30	 2.00	 -162.00	 304.00
3100	 0.97	 11.00	 -167.30	 2.00	 -162.00	 304.00
3200	 0.59	 11.58	 -171.56	 -345.00	 182.00	 206.00
3300	 0.63	 11.53	 -171.74	 -335.00	 -2.00	 264.00
3400	 0.63	 11.53	 -171.74	 -335.00	 -2.00	 264.00
3500	 5.11	 10.69	 -177.27	 -539.00	 160.00	 96.00
3600	 5.35	 10.54	 -177.40	 -196.00	 249.00	 170.00
3700	 5.35	 10.54	 -177.40	 -196.00	 249.00	 170.00
3800	 7.96	 11.96	 178.70	 186.00	 231.00	 237.00
3900	 7.77	 12.04	 178.57	 358.00	 -28.00	 252.00
4000	 7.77	 12.04	 178.57	 358.00	 -28.00	 252.00
4100	 1.47	 12.92	 175.36	 -173.00	 -129.00	 34.00
4200	 1.37	 12.90	 175.28	 136.00	 -151.00	 -199.00
4300	 1.37	 12.90	 175.28	 136.00	 -151.00	 -199.00
4400	 1.62	 11.09	 176.78	 -307.00	 -298.00	 -354.00
4500	 1.67	 10.98	 176.99	 -76.00	 -57.00	 -266.00
4600	 1.67	 10.98	 176.99	 -76.00	 -57.00	 -266.00
4700	 4.12	 8.80	 -177.70	 -19.00	 189.00	 -218.00
4800	 4.11	 8.89	 -177.56	 -94.00	 217.00	 -285.00
4900	 4.11	 8.89	 -177.56	 -94.00	 217.00	 -285.00
5000	 4.42	 9.78	 -173.70	 144.00	 -44.00	 -67.00
5100	 4.42	 9.77	 -173.63	 210.00	 208.00	 -6.00
5200	 4.42	 9.77	 -173.63	 210.00	 208.00	 -6.00
5300	 0.61	 9.82	 -172.84	 219.00	 134.00	 -56.00
5400	 0.31	 9.82	 -172.84	 -292.00	 10.00	 42.00
5500	 0.31	 9.82	 -172.84	 -292.00	 10.00	 42.00
5600	 1.09	 10.43	 -173.04	 -389.00	 12.00	 -145.00
5700	 1.30	 10.48	 -173.05	 137.00	 -364.00	 40.00
5800	 1.30	 10.48	 -173.05	 137.00	 -364.00	 40.00
