#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 5.02	 84.85	 -92.59	 -22.00	 -7.00	 -11.00
300	 5.01	 84.73	 -95.03	 26.00	 -24.00	 23.00
400	 5.01	 84.73	 -95.03	 26.00	 -24.00	 23.00
500	 5.01	 84.73	 -95.03	 26.00	 -24.00	 23.00
600	 4.28	 71.10	 -145.61	 68.00	 -33.00	 45.00
700	 4.27	 70.81	 -145.96	 -125.00	 -60.00	 -39.00
800	 4.27	 70.81	 -145.96	 -125.00	 -60.00	 -39.00
900	 3.67	 60.14	 -154.78	 -49.00	 -62.00	 -46.00
1000	 3.68	 59.82	 -154.96	 115.00	 36.00	 -57.00
1100	 3.68	 59.82	 -154.96	 115.00	 36.00	 -57.00
1200	 3.58	 51.50	 -156.10	 59.00	 -49.00	 -203.00
1300	 3.52	 51.30	 -156.00	 -3.00	 53.00	 -152.00
1400	 3.52	 51.30	 -156.00	 -3.00	 53.00	 -152.00
1500	 4.57	 43.53	 -155.00	 79.00	 -50.00	 -211.00
1600	 4.60	 43.23	 -154.93	 40.00	 -65.00	 -149.00
1700	 4.60	 43.23	 -154.93	 40.00	 -65.00	 -149.00
1800	 5.21	 35.24	 -152.58	 274.00	 -340.00	 -191.00
1900	 5.23	 34.73	 -152.56	 164.00	 -83.00	 -181.00
2000	 5.23	 34.73	 -152.56	 164.00	 -83.00	 -181.00
2100	 4.91	 27.86	 -149.91	 171.00	 52.00	 -150.00
2200	 4.88	 27.77	 -149.79	 -13.00	 107.00	 -182.00
2300	 4.88	 27.77	 -149.79	 -13.00	 107.00	 -182.00
2400	 3.25	 25.66	 -146.17	 137.00	 -131.00	 -144.00
2500	 3.21	 25.57	 -146.07	 -92.00	 -141.00	 -137.00
2600	 3.21	 25.57	 -146.07	 -92.00	 -141.00	 -137.00
2700	 3.05	 21.49	 -144.00	 -70.00	 -36.00	 -104.00
2800	 3.03	 21.45	 -143.92	 53.00	 82.00	 -161.00
2900	 3.03	 21.45	 -143.92	 53.00	 82.00	 -161.00
3000	 3.45	 19.67	 -141.60	 -1.00	 222.00	 -142.00
3100	 3.42	 19.64	 -141.52	 65.00	 149.00	 -113.00
3200	 3.42	 19.64	 -141.52	 65.00	 149.00	 -113.00
3300	 3.21	 19.91	 -139.33	 75.00	 -36.00	 -80.00
3400	 3.22	 19.84	 -139.28	 56.00	 -61.00	 -50.00
3500	 3.22	 19.84	 -139.28	 56.00	 -61.00	 -50.00
3600	 2.61	 18.04	 -138.40	 -50.00	 54.00	 -57.00
3700	 2.54	 17.97	 -138.39	 97.00	 -59.00	 -20.00
3800	 2.54	 17.97	 -138.39	 97.00	 -59.00	 -20.00
3900	 1.61	 16.17	 -137.68	 -151.00	 -83.00	 -95.00
4000	 1.54	 16.15	 -137.65	 -20.00	 -293.00	 -65.00
4100	 1.54	 16.15	 -137.65	 -20.00	 -293.00	 -65.00
4200	 1.13	 12.28	 -136.88	 -11.00	 157.00	 -118.00
4300	 1.06	 12.20	 -136.84	 -93.00	 -43.00	 -36.00
4400	 1.06	 12.20	 -136.84	 -93.00	 -43.00	 -36.00
4500	 0.61	 12.20	 -135.70	 -56.00	 44.00	 -83.00
4600	 0.57	 12.26	 -135.67	 -69.00	 -183.00	 -44.00
4700	 0.57	 12.26	 -135.67	 -69.00	 -183.00	 -44.00
4800	 0.47	 10.72	 -134.92	 106.00	 -155.00	 2.00
4900	 0.45	 10.66	 -134.90	 240.00	 -121.00	 -34.00
5000	 0.45	 10.66	 -134.90	 240.00	 -121.00	 -34.00
5100	 -1.17	 10.35	 -134.30	 20.00	 142.00	 -36.00
5200	 -1.19	 10.46	 -134.27	 -103.00	 231.00	 -94.00
5300	 -1.19	 10.46	 -134.27	 -103.00	 231.00	 -94.00
5400	 -1.05	 12.66	 -133.44	 -64.00	 30.00	 -53.00
5500	 -1.00	 12.67	 -133.41	 -125.00	 18.00	 -82.00
5600	 -1.00	 12.67	 -133.41	 -125.00	 18.00	 -82.00
5700	 -0.40	 12.83	 -132.54	 113.00	 -150.00	 -30.00
5800	 -0.43	 12.83	 -132.50	 -76.00	 7.00	 -101.00
5900	 -0.43	 12.83	 -132.50	 -76.00	 7.00	 -101.00
6000	 -0.56	 11.83	 -131.40	 -142.00	 -105.00	 -110.00
6100	 -0.51	 11.76	 -131.36	 72.00	 -202.00	 -43.00
6200	 -0.51	 11.76	 -131.36	 72.00	 -202.00	 -43.00
6300	 -0.55	 9.98	 -130.57	 229.00	 -107.00	 49.00
6400	 -0.55	 9.92	 -130.56	 52.00	 -14.00	 -2.00
6500	 -0.55	 9.92	 -130.56	 52.00	 -14.00	 -2.00
6600	 -1.14	 10.42	 -130.48	 24.00	 -91.00	 37.00
6700	 -1.15	 10.50	 -130.47	 125.00	 6.00	 -2.00
6800	 -1.15	 10.50	 -130.47	 125.00	 6.00	 -2.00
6900	 -1.18	 10.83	 -130.63	 26.00	 -1.00	 -42.00
7000	 -1.12	 10.83	 -130.63	 164.00	 -122.00	 33.00
7100	 -1.12	 10.83	 -130.63	 164.00	 -122.00	 33.00
7200	 -1.00	 10.89	 -130.27	 -112.00	 -51.00	 -74.00
7300	 -0.95	 10.89	 -130.23	 -188.00	 -101.00	 -175.00
7400	 -0.95	 10.89	 -130.23	 -188.00	 -101.00	 -175.00
