#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
300	 44.90	 -0.94	 176.87	 342.00	 46.00	 -63.00
400	 45.21	 -1.11	 177.03	 111.00	 102.00	 -105.00
500	 45.21	 -1.11	 177.03	 111.00	 102.00	 -105.00
600	 45.21	 -1.11	 177.03	 111.00	 102.00	 -105.00
700	 49.19	 -6.54	 -0.29	 263.00	 133.00	 -152.00
800	 49.68	 -6.60	 -0.17	 256.00	 58.00	 -319.00
900	 49.68	 -6.60	 -0.17	 256.00	 58.00	 -319.00
1000	 49.68	 -6.60	 -0.17	 256.00	 58.00	 -319.00
1100	 68.69	 -9.49	 5.88	 283.00	 -168.00	 -88.00
1200	 69.14	 -9.61	 6.09	 81.00	 13.00	 -151.00
1300	 69.14	 -9.61	 6.09	 81.00	 13.00	 -151.00
1400	 69.14	 -9.61	 6.09	 81.00	 13.00	 -151.00
1500	 78.47	 -11.43	 11.79	 31.00	 -333.00	 -97.00
1600	 78.38	 -11.43	 11.90	 207.00	 -382.00	 17.00
1700	 78.38	 -11.43	 11.90	 207.00	 -382.00	 17.00
1800	 78.38	 -11.43	 11.90	 207.00	 -382.00	 17.00
1900	 68.03	 -10.27	 12.88	 157.00	 -22.00	 9.00
2000	 67.69	 -10.17	 12.83	 202.00	 -60.00	 -5.00
2100	 67.69	 -10.17	 12.83	 202.00	 -60.00	 -5.00
2200	 56.34	 -7.70	 11.81	 255.00	 1.00	 60.00
2300	 55.90	 -7.57	 11.74	 32.00	 -7.00	 68.00
2400	 55.90	 -7.57	 11.74	 32.00	 -7.00	 68.00
2500	 44.62	 -4.78	 10.51	 146.00	 15.00	 -14.00
2600	 44.23	 -4.70	 10.46	 5.00	 70.00	 28.00
2700	 44.23	 -4.70	 10.46	 5.00	 70.00	 28.00
2800	 34.02	 -1.78	 8.93	 14.00	 201.00	 45.00
2900	 33.72	 -1.65	 8.89	 153.00	 -46.00	 168.00
3000	 33.72	 -1.65	 8.89	 153.00	 -46.00	 168.00
3100	 26.03	 1.70	 7.53	 219.00	 -142.00	 96.00
3200	 25.83	 1.76	 7.47	 -8.00	 -88.00	 49.00
3300	 25.83	 1.76	 7.47	 -8.00	 -88.00	 49.00
3400	 19.56	 2.42	 6.01	 -23.00	 -121.00	 101.00
3500	 19.42	 2.39	 5.94	 66.00	 -50.00	 136.00
3600	 19.42	 2.39	 5.94	 66.00	 -50.00	 136.00
3700	 13.53	 3.00	 4.37	 122.00	 -140.00	 130.00
3800	 13.28	 3.02	 4.33	 248.00	 -4.00	 106.00
3900	 13.28	 3.02	 4.33	 248.00	 -4.00	 106.00
4000	 8.71	 3.96	 2.79	 17.00	 -32.00	 122.00
4100	 8.64	 4.02	 2.72	 -73.00	 -75.00	 55.00
4200	 8.64	 4.02	 2.72	 -73.00	 -75.00	 55.00
4300	 5.45	 3.02	 0.98	 186.00	 -68.00	 61.00
4400	 5.29	 2.94	 0.93	 174.00	 -203.00	 167.00
4500	 5.29	 2.94	 0.93	 174.00	 -203.00	 167.00
4600	 1.93	 2.58	 -0.60	 155.00	 3.00	 128.00
4700	 1.87	 2.66	 -0.67	 228.00	 -20.00	 72.00
4800	 1.87	 2.66	 -0.67	 228.00	 -20.00	 72.00
4900	 -0.63	 3.04	 -2.02	 98.00	 -69.00	 15.00
5000	 -0.77	 3.01	 -2.04	 -108.00	 -120.00	 30.00
5100	 -0.77	 3.01	 -2.04	 -108.00	 -120.00	 30.00
5200	 -1.86	 3.00	 -2.55	 6.00	 -21.00	 38.00
5300	 -1.79	 3.03	 -2.54	 123.00	 -44.00	 84.00
5400	 -1.79	 3.03	 -2.54	 123.00	 -44.00	 84.00
5500	 -2.48	 3.31	 -2.56	 158.00	 30.00	 100.00
5600	 -2.55	 3.34	 -2.58	 233.00	 60.00	 91.00
5700	 -2.55	 3.34	 -2.58	 233.00	 60.00	 91.00
5800	 -4.23	 4.45	 -4.82	 118.00	 65.00	 227.00
5900	 -4.26	 4.52	 -4.93	 292.00	 92.00	 123.00
6000	 -4.26	 4.52	 -4.93	 292.00	 92.00	 123.00
6100	 -5.59	 5.58	 -8.64	 257.00	 -44.00	 298.00
6200	 -5.64	 5.59	 -8.78	 239.00	 -7.00	 84.00
6300	 -5.64	 5.59	 -8.78	 239.00	 -7.00	 84.00
6400	 -6.95	 5.00	 -11.84	 -148.00	 -249.00	 -52.00
6500	 -6.98	 4.91	 -11.86	 105.00	 -326.00	 -113.00
6600	 -6.98	 4.91	 -11.86	 105.00	 -326.00	 -113.00
6700	 -6.08	 1.14	 -9.83	 249.00	 -33.00	 -142.00
6800	 -6.14	 1.03	 -9.71	 21.00	 129.00	 -136.00
6900	 -6.14	 1.03	 -9.71	 21.00	 129.00	 -136.00
7000	 -6.86	 2.94	 -6.62	 173.00	 153.00	 -24.00
7100	 -6.92	 3.04	 -6.52	 111.00	 63.00	 -169.00
7200	 -6.92	 3.04	 -6.52	 111.00	 63.00	 -169.00
7300	 -7.53	 4.71	 -4.75	 69.00	 -143.00	 -24.00
7400	 -7.51	 4.71	 -4.69	 177.00	 21.00	 -173.00
7500	 -7.51	 4.71	 -4.69	 177.00	 21.00	 -173.00
7600	 -7.11	 4.39	 -2.93	 75.00	 -170.00	 -129.00
7700	 -7.13	 4.37	 -2.86	 143.00	 -20.00	 -83.00
7800	 -7.13	 4.37	 -2.86	 143.00	 -20.00	 -83.00
7900	 -7.86	 3.92	 -0.53	 -440.00	 -415.00	 -187.00
8000	 -7.89	 3.89	 -0.46	 93.00	 -17.00	 -12.00
8100	 -7.89	 3.89	 -0.46	 93.00	 -17.00	 -12.00
8200	 -6.16	 1.73	 0.29	 155.00	 228.00	 8.00
8300	 -6.35	 1.84	 0.26	 99.00	 -23.00	 -42.00
8400	 -6.35	 1.84	 0.26	 99.00	 -23.00	 -42.00
8500	 -8.41	 3.64	 0.07	 151.00	 -251.00	 -95.00
8600	 -8.28	 3.63	 0.08	 389.00	 164.00	 28.00
8700	 -8.28	 3.63	 0.08	 389.00	 164.00	 28.00
8800	 -6.76	 3.78	 0.16	 154.00	 -52.00	 23.00
8900	 -6.73	 3.74	 0.15	 71.00	 -48.00	 7.00
9000	 -6.73	 3.74	 0.15	 71.00	 -48.00	 7.00
9100	 -6.86	 3.22	 0.25	 129.00	 -41.00	 -8.00
9200	 -6.85	 3.20	 0.25	 123.00	 -56.00	 18.00
9300	 -6.85	 3.20	 0.25	 123.00	 -56.00	 18.00
9400	 -7.10	 3.07	 0.34	 125.00	 -54.00	 14.00
9500	 -7.10	 3.05	 0.34	 118.00	 -55.00	 14.00
9600	 -7.10	 3.05	 0.34	 118.00	 -55.00	 14.00
9700	 -7.21	 2.97	 0.41	 116.00	 -45.00	 4.00
9800	 -7.22	 2.96	 0.41	 118.00	 -46.00	 8.00
9900	 -7.22	 2.96	 0.41	 118.00	 -46.00	 8.00
10000	 -7.27	 2.91	 0.50	 116.00	 -50.00	 11.00
10100	 -7.27	 2.91	 0.50	 114.00	 -47.00	 9.00
10200	 -7.27	 2.91	 0.50	 114.00	 -47.00	 9.00
10300	 -7.32	 2.87	 0.59	 112.00	 -46.00	 7.00
10400	 -7.32	 2.87	 0.59	 118.00	 -47.00	 7.00
10500	 -7.32	 2.87	 0.59	 118.00	 -47.00	 7.00
10600	 -7.35	 2.85	 0.68	 117.00	 -49.00	 11.00
10700	 -7.35	 2.84	 0.68	 118.00	 -48.00	 11.00
10800	 -7.35	 2.84	 0.68	 118.00	 -48.00	 11.00
10900	 -7.37	 2.83	 0.77	 116.00	 -47.00	 7.00
11000	 -7.37	 2.83	 0.77	 117.00	 -47.00	 7.00
11100	 -7.37	 2.83	 0.77	 117.00	 -47.00	 7.00
11200	 -7.40	 2.82	 0.87	 116.00	 -48.00	 7.00
11300	 -7.40	 2.82	 0.87	 116.00	 -48.00	 7.00
11400	 -7.40	 2.82	 0.87	 116.00	 -48.00	 7.00
11500	 -7.41	 2.80	 0.95	 116.00	 -46.00	 8.00
11600	 -7.41	 2.80	 0.95	 119.00	 -49.00	 7.00
11700	 -7.41	 2.80	 0.95	 119.00	 -49.00	 7.00
11800	 -7.42	 2.79	 1.04	 116.00	 -49.00	 8.00
11900	 -7.42	 2.79	 1.04	 117.00	 -49.00	 7.00
12000	 -7.42	 2.79	 1.04	 117.00	 -49.00	 7.00
12100	 -7.43	 2.77	 1.13	 117.00	 -49.00	 7.00
12200	 -7.43	 2.77	 1.13	 115.00	 -49.00	 6.00
12300	 -7.43	 2.77	 1.13	 115.00	 -49.00	 6.00
12400	 -7.43	 2.77	 1.22	 118.00	 -48.00	 7.00
12500	 -7.44	 2.77	 1.22	 116.00	 -48.00	 7.00
12600	 -7.44	 2.77	 1.22	 116.00	 -48.00	 7.00
12700	 -7.44	 2.76	 1.31	 118.00	 -49.00	 7.00
