#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 -21.05	 38.33	 8.88	 -28.00	 -20.00	 24.00
300	 -21.17	 38.58	 9.03	 5.00	 -2.00	 0.00
400	 -21.17	 38.58	 9.03	 5.00	 -2.00	 0.00
500	 -24.52	 46.33	 16.10	 -22.00	 -28.00	 1.00
600	 -24.65	 46.55	 16.35	 -44.00	 20.00	 24.00
700	 -24.65	 46.55	 16.35	 -44.00	 20.00	 24.00
800	 -27.33	 54.03	 28.12	 -11.00	 52.00	 27.00
900	 -27.44	 54.21	 28.54	 -49.00	 -39.00	 0.00
1000	 -27.44	 54.21	 28.54	 -49.00	 -39.00	 0.00
1100	 -28.86	 59.69	 46.60	 63.00	 2.00	 17.00
1200	 -28.85	 59.82	 47.26	 -50.00	 -2.00	 -26.00
1300	 -28.85	 59.82	 47.26	 -50.00	 -2.00	 -26.00
1400	 -28.58	 61.04	 68.77	 26.00	 -4.00	 15.00
1500	 -28.56	 60.99	 69.46	 -152.00	 46.00	 3.00
1600	 -28.56	 60.99	 69.46	 -152.00	 46.00	 3.00
1700	 -26.65	 57.48	 87.50	 -199.00	 31.00	 4.00
1800	 -26.56	 57.32	 87.97	 -89.00	 -9.00	 -70.00
1900	 -26.56	 57.32	 87.97	 -89.00	 -9.00	 -70.00
2000	 -23.51	 51.01	 99.82	 -67.00	 8.00	 23.00
2100	 -23.36	 50.82	 100.10	 -51.00	 13.00	 -40.00
2200	 -23.36	 50.82	 100.10	 -51.00	 13.00	 -40.00
2300	 -19.66	 43.81	 107.44	 -164.00	 -10.00	 -30.00
2400	 -19.54	 43.57	 107.63	 49.00	 52.00	 -109.00
2500	 -19.54	 43.57	 107.63	 49.00	 52.00	 -109.00
2600	 -15.26	 37.34	 113.09	 44.00	 31.00	 -118.00
2700	 -15.13	 37.15	 113.22	 -18.00	 14.00	 -124.00
2800	 -15.13	 37.15	 113.22	 -18.00	 14.00	 -124.00
2900	 -10.98	 31.69	 117.73	 9.00	 -42.00	 -193.00
3000	 -10.84	 31.49	 117.91	 -18.00	 1.00	 -203.00
3100	 -10.84	 31.49	 117.91	 -18.00	 1.00	 -203.00
3200	 -6.85	 26.00	 123.00	 47.00	 25.00	 -176.00
3300	 -6.78	 25.79	 123.18	 -43.00	 206.00	 -180.00
3400	 -6.78	 25.79	 123.18	 -43.00	 206.00	 -180.00
3500	 -3.38	 23.72	 126.72	 -134.00	 101.00	 -157.00
3600	 -3.27	 23.69	 126.82	 -171.00	 -22.00	 -143.00
3700	 -3.27	 23.69	 126.82	 -171.00	 -22.00	 -143.00
3800	 -0.21	 20.86	 129.79	 -55.00	 117.00	 -118.00
3900	 -0.18	 20.75	 129.91	 -110.00	 71.00	 -161.00
4000	 -0.18	 20.75	 129.91	 -110.00	 71.00	 -161.00
4100	 1.45	 18.40	 132.71	 -48.00	 138.00	 -173.00
4200	 1.47	 18.26	 132.84	 73.00	 -67.00	 -207.00
4300	 1.47	 18.26	 132.84	 73.00	 -67.00	 -207.00
4400	 1.92	 14.88	 136.48	 129.00	 -193.00	 -175.00
4500	 1.90	 14.64	 136.64	 135.00	 -95.00	 -172.00
4600	 1.90	 14.64	 136.64	 135.00	 -95.00	 -172.00
4700	 0.54	 10.74	 140.55	 -183.00	 -26.00	 -106.00
4800	 0.59	 10.60	 140.65	 -100.00	 161.00	 -126.00
4900	 0.59	 10.60	 140.65	 -100.00	 161.00	 -126.00
5000	 2.18	 10.80	 142.63	 -114.00	 152.00	 84.00
5100	 2.20	 10.92	 142.64	 -160.00	 19.00	 209.00
5200	 2.20	 10.92	 142.64	 -160.00	 19.00	 209.00
5300	 2.71	 11.05	 140.24	 89.00	 -39.00	 255.00
5400	 2.71	 11.02	 140.07	 42.00	 10.00	 242.00
5500	 2.71	 11.02	 140.07	 42.00	 10.00	 242.00
5600	 2.13	 9.54	 135.85	 -4.00	 -90.00	 111.00
5700	 2.11	 9.43	 135.72	 -137.00	 -8.00	 102.00
5800	 2.11	 9.43	 135.72	 -137.00	 -8.00	 102.00
5900	 2.79	 7.67	 133.73	 -55.00	 -126.00	 116.00
6000	 2.77	 7.59	 133.70	 -34.00	 -11.00	 79.00
6100	 2.77	 7.59	 133.70	 -34.00	 -11.00	 79.00
6200	 3.42	 6.68	 132.20	 -47.00	 -96.00	 128.00
6300	 3.44	 6.66	 132.15	 -41.00	 -31.00	 121.00
6400	 3.44	 6.66	 132.15	 -41.00	 -31.00	 121.00
6500	 3.23	 5.87	 130.20	 -104.00	 64.00	 85.00
6600	 3.21	 5.83	 130.13	 -34.00	 37.00	 66.00
6700	 3.21	 5.83	 130.13	 -34.00	 37.00	 66.00
6800	 3.40	 6.05	 128.69	 16.00	 207.00	 19.00
6900	 3.44	 6.08	 128.65	 75.00	 26.00	 82.00
7000	 3.44	 6.08	 128.65	 75.00	 26.00	 82.00
7100	 3.00	 7.06	 127.52	 -144.00	 20.00	 92.00
7200	 2.98	 7.01	 127.48	 -68.00	 -103.00	 91.00
7300	 2.98	 7.01	 127.48	 -68.00	 -103.00	 91.00
7400	 3.22	 5.78	 125.95	 -72.00	 -9.00	 137.00
7500	 3.16	 5.74	 125.89	 -142.00	 13.00	 168.00
7600	 3.16	 5.74	 125.89	 -142.00	 13.00	 168.00
7700	 2.84	 5.29	 123.35	 -17.00	 36.00	 181.00
7800	 2.88	 5.31	 123.26	 17.00	 23.00	 188.00
7900	 2.88	 5.31	 123.26	 17.00	 23.00	 188.00
8000	 3.16	 5.94	 120.24	 -10.00	 -25.00	 233.00
8100	 3.17	 5.96	 120.12	 -23.00	 13.00	 187.00
8200	 3.17	 5.96	 120.12	 -23.00	 13.00	 187.00
8300	 2.78	 5.72	 116.93	 -84.00	 10.00	 113.00
8400	 2.83	 5.66	 116.84	 -54.00	 -299.00	 180.00
8500	 2.83	 5.66	 116.84	 -54.00	 -299.00	 180.00
8600	 3.25	 2.64	 114.00	 -58.00	 58.00	 190.00
8700	 3.31	 2.50	 113.88	 34.00	 70.00	 227.00
8800	 3.31	 2.50	 113.88	 34.00	 70.00	 227.00
8900	 3.29	 4.13	 110.60	 -129.00	 151.00	 224.00
9000	 3.30	 4.20	 110.48	 -76.00	 181.00	 252.00
9100	 3.30	 4.20	 110.48	 -76.00	 181.00	 252.00
9200	 3.59	 6.77	 106.32	 108.00	 155.00	 209.00
9300	 3.58	 6.87	 106.18	 -29.00	 -127.00	 278.00
9400	 3.58	 6.87	 106.18	 -29.00	 -127.00	 278.00
9500	 2.71	 6.50	 101.91	 -248.00	 -54.00	 288.00
9600	 2.70	 6.38	 101.73	 11.00	 -36.00	 182.00
9700	 2.70	 6.38	 101.73	 11.00	 -36.00	 182.00
9800	 3.58	 4.99	 97.73	 -23.00	 -68.00	 -35.00
9900	 3.58	 4.97	 97.70	 22.00	 97.00	 -181.00
10000	 3.58	 4.97	 97.70	 22.00	 97.00	 -181.00
10100	 3.65	 4.86	 99.48	 18.00	 -39.00	 -242.00
10200	 3.62	 4.87	 99.63	 -39.00	 -3.00	 -315.00
10300	 3.62	 4.87	 99.63	 -39.00	 -3.00	 -315.00
10400	 3.49	 5.50	 104.92	 13.00	 141.00	 -253.00
10500	 3.51	 5.62	 105.11	 -92.00	 55.00	 -201.00
