#Time(ms)	 Roll 	 Pitch 	 Yaw 	 xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 -9.50	 -2.83	 -0.35	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 -9.50	 -2.83	 -0.35	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -9.50	 -2.83	 -0.35	 0.00	 0.00	 0.00	 0	 1	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
600	 -9.50	 -2.83	 -0.35	 0.00	 0.00	 2.85	 0	 1	 1	 hover	 1500	 1500	 1500	 1031	 0.00	 0.00	 0.00
700	 -9.53	 -2.75	 -0.36	 0.00	 0.00	 2.00	 0	 0	 1	 hover	 1500	 1500	 1500	 1024	 0.00	 0.00	 0.00
800	 -9.53	 -2.75	 -0.36	 0.00	 0.00	 1.21	 0	 0	 1	 hover	 1500	 1500	 1500	 1018	 0.00	 0.00	 0.00
900	 -9.53	 -2.75	 -0.36	 0.00	 0.00	 0.66	 0	 0	 1	 hover	 1500	 1500	 1500	 1013	 0.00	 0.00	 0.00
1000	 -9.53	 -2.75	 -0.36	 0.00	 0.00	 0.28	 0	 0	 1	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
1100	 -9.54	 -2.70	 -0.38	 0.00	 0.00	 0.19	 0	 0	 1	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
1200	 -9.54	 -2.70	 -0.38	 0.00	 0.00	 0.11	 0	 0	 1	 hover	 1500	 1500	 1500	 1008	 0.00	 0.00	 0.00
1300	 -9.54	 -2.70	 -0.38	 0.00	 0.00	 0.05	 0	 0	 1	 hover	 1500	 1500	 1500	 1007	 0.00	 0.00	 0.00
1400	 -9.54	 -2.70	 -0.38	 0.00	 0.00	 0.03	 0	 0	 1	 hover	 1500	 1500	 1500	 1007	 0.00	 0.00	 0.00
1500	 -9.55	 -2.66	 -0.39	 0.00	 0.00	 -0.00	 0	 0	 1	 hover	 1500	 1500	 1500	 1007	 0.00	 0.00	 0.00
1600	 -9.55	 -2.66	 -0.39	 0.00	 0.00	 -0.03	 0	 0	 1	 hover	 1500	 1500	 1500	 1007	 0.00	 0.00	 0.00
1700	 -9.55	 -2.66	 -0.39	 0.00	 2.00	 -0.02	 0	 1	 1	 hover	 1498	 1500	 1500	 1007	 0.00	 0.00	 0.00
1800	 -9.55	 -2.66	 -0.39	 2.76	 0.94	 -0.02	 1	 1	 0	 hover	 1499	 1497	 1500	 1007	 0.00	 0.00	 0.00
1900	 -9.56	 -2.62	 -0.41	 2.12	 0.24	 -0.80	 1	 1	 1	 hover	 1499	 1497	 1500	 998	 0.00	 0.00	 0.00
2000	 -9.56	 -2.62	 -0.41	 1.19	 0.03	 -0.55	 1	 1	 1	 hover	 1499	 1498	 1500	 1000	 0.00	 0.00	 0.00
2100	 -9.56	 -2.62	 -0.41	 0.99	 -0.03	 -0.38	 1	 1	 1	 hover	 1500	 1499	 1500	 1001	 0.00	 0.00	 0.00
2200	 -9.56	 -2.62	 -0.41	 0.21	 -0.03	 -0.26	 1	 0	 1	 hover	 1500	 1499	 1500	 1002	 0.00	 0.00	 0.00
2300	 -9.57	 -2.60	 -0.43	 -0.86	 -0.03	 -0.19	 1	 0	 1	 hover	 1500	 1500	 1500	 1003	 0.00	 0.00	 0.00
2400	 -9.57	 -2.60	 -0.43	 -0.57	 -0.03	 0.05	 1	 0	 1	 hover	 1500	 1500	 1500	 1005	 0.00	 0.00	 0.00
2500	 -9.57	 -2.60	 -0.43	 -1.03	 -0.03	 0.06	 1	 0	 1	 hover	 1500	 1501	 1500	 1005	 0.00	 0.00	 0.00
2600	 -9.58	 -2.59	 -0.44	 -0.88	 -0.03	 -0.00	 1	 0	 1	 hover	 1500	 1500	 1500	 1005	 0.00	 0.00	 0.00
2700	 -9.58	 -2.59	 -0.44	 -0.43	 -0.03	 0.00	 1	 0	 1	 hover	 1500	 1500	 1500	 1005	 0.00	 0.00	 0.00
2800	 -9.58	 -2.59	 -0.44	 -0.62	 -0.03	 -0.03	 1	 0	 1	 hover	 1500	 1500	 1500	 1004	 0.00	 0.00	 0.00
2900	 -9.58	 -2.58	 -0.46	 -0.89	 -1.43	 0.53	 1	 1	 1	 hover	 1501	 1500	 1500	 1011	 0.00	 0.00	 0.00
3000	 -9.58	 -2.58	 -0.46	 -1.27	 -1.70	 0.46	 1	 1	 1	 hover	 1501	 1501	 1500	 1010	 0.00	 0.00	 0.00
3100	 -9.58	 -2.58	 -0.46	 -0.89	 -2.28	 0.41	 1	 1	 1	 hover	 1502	 1500	 1500	 1010	 0.00	 0.00	 0.00
3200	 -9.57	 -2.57	 -0.48	 -0.89	 -1.46	 0.21	 0	 1	 1	 hover	 1501	 1500	 1500	 1008	 0.00	 0.00	 0.00
3300	 -9.57	 -2.57	 -0.48	 -0.89	 -1.46	 0.14	 0	 0	 1	 hover	 1500	 1500	 1500	 1008	 0.00	 0.00	 0.00
3400	 -9.57	 -2.57	 -0.48	 -0.89	 -0.57	 0.28	 0	 1	 1	 hover	 1500	 1500	 1500	 1010	 0.00	 0.00	 0.00
3500	 -9.57	 -2.57	 -0.49	 -0.37	 -0.69	 0.14	 1	 1	 1	 hover	 1500	 1500	 1500	 1008	 0.00	 0.00	 0.00
3600	 -9.57	 -2.57	 -0.49	 -0.40	 -0.57	 0.19	 1	 1	 1	 hover	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
3700	 -9.57	 -2.57	 -0.49	 -0.28	 -0.62	 0.28	 1	 1	 1	 hover	 1500	 1500	 1500	 1010	 0.00	 0.00	 0.00
3800	 -9.57	 -2.57	 -0.51	 -0.75	 -1.05	 0.48	 1	 1	 1	 hover	 1501	 1500	 1500	 1013	 0.00	 0.00	 0.00
3900	 -9.57	 -2.57	 -0.51	 -1.31	 -0.15	 0.34	 1	 1	 1	 hover	 1500	 1501	 1500	 1012	 0.00	 0.00	 0.00
4000	 -9.57	 -2.57	 -0.51	 -1.06	 -0.87	 0.18	 1	 1	 1	 hover	 1500	 1501	 1500	 1010	 0.00	 0.00	 0.00
4100	 -9.57	 -2.56	 -0.53	 -0.70	 -0.90	 0.11	 1	 1	 1	 hover	 1500	 1500	 1500	 1010	 0.00	 0.00	 0.00
4200	 -9.57	 -2.56	 -0.53	 -1.17	 -1.26	 0.30	 1	 1	 1	 hover	 1501	 1501	 1500	 1012	 0.00	 0.00	 0.00
4300	 -9.57	 -2.56	 -0.53	 -0.79	 -1.45	 0.52	 1	 1	 1	 hover	 1501	 1500	 1500	 1015	 0.00	 0.00	 0.00
4400	 -9.58	 -2.57	 -0.54	 -1.01	 -1.42	 0.84	 1	 1	 1	 hover	 1501	 1501	 1500	 1019	 0.00	 0.00	 0.00
4500	 -9.58	 -2.57	 -0.54	 -1.19	 -1.42	 0.81	 1	 0	 1	 hover	 1500	 1501	 1500	 1019	 0.00	 0.00	 0.00
4600	 -9.58	 -2.57	 -0.54	 -1.19	 -1.42	 0.96	 1	 0	 1	 hover	 1500	 1501	 1500	 1022	 0.00	 0.00	 0.00
4700	 -9.57	 -2.57	 -0.55	 -1.15	 -1.42	 0.89	 1	 0	 1	 hover	 1500	 1501	 1500	 1022	 0.00	 0.00	 0.00
4800	 -9.57	 -2.57	 -0.56	 -0.78	 -1.42	 0.91	 1	 0	 1	 hover	 1500	 1500	 1500	 1023	 0.00	 0.00	 0.00
4900	 -9.57	 -2.57	 -0.56	 -1.03	 -0.67	 1.00	 1	 1	 1	 hover	 1500	 1501	 1500	 1025	 0.00	 0.00	 0.00
5000	 -9.57	 -2.58	 -0.58	 -1.03	 0.00	 1.07	 0	 1	 1	 hover	 1499	 1500	 1500	 1027	 0.00	 0.00	 0.00
5100	 -9.57	 -2.58	 -0.58	 -1.03	 -0.37	 0.86	 0	 1	 1	 hover	 1500	 1500	 1500	 1025	 0.00	 0.00	 0.00
5200	 -9.57	 -2.58	 -0.58	 -1.60	 -0.52	 0.98	 1	 1	 1	 hover	 1500	 1501	 1500	 1027	 0.00	 0.00	 0.00
5300	 -9.57	 -2.58	 -0.59	 -1.60	 -0.48	 0.56	 0	 1	 1	 hover	 1500	 1500	 1500	 1024	 0.00	 0.00	 0.00
5400	 -9.57	 -2.58	 -0.59	 -1.60	 -0.94	 0.41	 0	 1	 1	 hover	 1500	 1500	 1500	 1023	 0.00	 0.00	 0.00
5500	 -9.57	 -2.58	 -0.59	 -1.60	 -1.17	 0.37	 0	 1	 1	 hover	 1501	 1500	 1500	 1023	 0.00	 0.00	 0.00
5600	 -9.58	 -2.57	 -0.61	 -1.60	 -0.70	 0.52	 0	 1	 1	 hover	 1500	 1500	 1500	 1025	 0.00	 0.00	 0.00
5700	 -9.58	 -2.57	 -0.61	 -1.60	 -0.93	 0.60	 0	 1	 1	 hover	 1500	 1500	 1500	 1026	 0.00	 0.00	 0.00
5800	 -9.58	 -2.57	 -0.61	 -2.34	 -1.26	 0.67	 1	 1	 1	 hover	 1501	 1502	 1500	 1027	 0.00	 0.00	 0.00
5900	 -9.58	 -2.57	 -0.62	 -2.34	 -1.36	 0.63	 0	 1	 1	 hover	 1501	 1500	 1500	 1028	 0.00	 0.00	 0.00
6000	 -9.58	 -2.56	 -0.62	 -2.34	 -1.05	 1.15	 0	 1	 1	 hover	 1501	 1500	 1500	 1034	 0.00	 0.00	 0.00
6100	 -9.58	 -2.56	 -0.62	 -2.34	 -1.25	 1.10	 0	 1	 1	 hover	 1501	 1500	 1500	 1035	 0.00	 0.00	 0.00
6200	 -9.59	 -2.56	 -0.64	 -2.34	 -1.38	 0.86	 0	 1	 1	 hover	 1501	 1500	 1500	 1033	 0.00	 0.00	 0.00
6300	 -9.59	 -2.56	 -0.64	 -2.34	 -1.40	 0.88	 0	 1	 1	 hover	 1501	 1500	 1500	 1034	 0.00	 0.00	 0.00
6400	 -9.59	 -2.56	 -0.64	 -2.34	 -1.25	 0.96	 0	 1	 1	 hover	 1501	 1500	 1500	 1036	 0.00	 0.00	 0.00
