#Time(ms)	 Roll 	 Pitch 	 Yaw 	 xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
6500	 -9.59	 -2.56	 -0.65	 -2.34	 -1.14	 0.81	 0	 1	 1	 hover	 1501	 1500	 1500	 1035	 0.00	 0.00	 0.00
6600	 -9.59	 -2.56	 -0.65	 -0.57	 -1.09	 1.01	 1	 1	 1	 hover	 1501	 1500	 1500	 1038	 0.00	 0.00	 0.00
6700	 -9.59	 -2.56	 -0.65	 -0.40	 -0.65	 1.00	 1	 1	 1	 hover	 1500	 1500	 1500	 1039	 0.00	 0.00	 0.00
6800	 -9.59	 -2.56	 -0.67	 0.01	 -0.75	 0.82	 1	 1	 1	 hover	 1500	 1499	 1500	 1038	 0.00	 0.00	 0.00
6900	 -9.59	 -2.56	 -0.67	 -0.39	 -1.14	 0.37	 1	 1	 1	 hover	 1501	 1500	 1500	 1034	 0.00	 0.00	 0.00
7000	 -9.59	 -2.56	 -0.67	 0.20	 -1.23	 0.36	 1	 1	 1	 hover	 1501	 1499	 1500	 1034	 0.00	 0.00	 0.00
7100	 -9.58	 -2.56	 -0.69	 0.20	 -1.40	 0.37	 1	 1	 1	 hover	 1501	 1499	 1500	 1035	 0.00	 0.00	 0.00
7200	 -9.58	 -2.56	 -0.69	 -2.02	 -1.30	 0.31	 1	 1	 1	 hover	 1501	 1502	 1500	 1035	 0.00	 0.00	 0.00
7300	 -9.58	 -2.56	 -0.69	 -2.22	 -0.85	 0.29	 1	 1	 1	 hover	 1500	 1502	 1500	 1035	 0.00	 0.00	 0.00
7400	 -9.58	 -2.55	 -0.71	 -2.70	 -1.57	 0.43	 1	 1	 1	 hover	 1501	 1502	 1500	 1036	 0.00	 0.00	 0.00
7500	 -9.58	 -2.55	 -0.71	 -2.21	 -1.87	 0.30	 1	 1	 1	 hover	 1501	 1502	 1500	 1035	 0.00	 0.00	 0.00
7600	 -9.58	 -2.55	 -0.71	 -1.71	 -1.35	 0.05	 1	 1	 1	 hover	 1501	 1501	 1500	 1033	 0.00	 0.00	 0.00
7700	 -9.57	 -2.56	 -0.72	 -1.20	 -1.66	 0.50	 1	 1	 1	 hover	 1501	 1501	 1500	 1038	 0.00	 0.00	 0.00
7800	 -9.57	 -2.56	 -0.73	 -0.65	 -2.35	 0.41	 1	 1	 1	 hover	 1502	 1500	 1500	 1037	 0.00	 0.00	 0.00
7900	 -9.57	 -2.56	 -0.73	 -0.65	 -1.97	 0.45	 0	 1	 1	 hover	 1501	 1500	 1500	 1038	 0.00	 0.00	 0.00
8000	 -9.56	 -2.56	 -0.74	 -0.16	 -2.26	 0.56	 1	 1	 1	 hover	 1502	 1500	 1500	 1040	 0.00	 0.00	 0.00
8100	 -9.56	 -2.56	 -0.74	 0.23	 -2.26	 0.54	 1	 0	 1	 hover	 1500	 1499	 1500	 1040	 0.00	 0.00	 0.00
8200	 -9.56	 -2.56	 -0.74	 -0.13	 -2.26	 0.45	 1	 0	 1	 hover	 1500	 1500	 1500	 1040	 0.00	 0.00	 0.00
8300	 -9.57	 -2.55	 -0.75	 -0.13	 -2.26	 0.40	 0	 0	 1	 hover	 1500	 1500	 1500	 1040	 0.00	 0.00	 0.00
8400	 -9.57	 -2.55	 -0.75	 -0.85	 -2.40	 0.45	 1	 1	 1	 hover	 1502	 1500	 1500	 1041	 0.00	 0.00	 0.00
8500	 -9.57	 -2.55	 -0.75	 -1.26	 -2.47	 0.53	 1	 1	 1	 hover	 1502	 1501	 1500	 1042	 0.00	 0.00	 0.00
8600	 -9.57	 -2.56	 -0.78	 -1.26	 -2.27	 0.52	 1	 1	 1	 hover	 1502	 1501	 1500	 1043	 0.00	 0.00	 0.00
8700	 -9.57	 -2.56	 -0.78	 -0.72	 -2.27	 0.54	 1	 0	 1	 hover	 1500	 1500	 1500	 1043	 0.00	 0.00	 0.00
8800	 -9.57	 -2.56	 -0.78	 -0.51	 -2.27	 0.37	 1	 0	 1	 hover	 1500	 1500	 1500	 1042	 0.00	 0.00	 0.00
8900	 -9.58	 -2.56	 -0.79	 -1.18	 -2.27	 0.25	 1	 0	 1	 hover	 1500	 1501	 1500	 1041	 0.00	 0.00	 0.00
9000	 -9.58	 -2.56	 -0.79	 -0.89	 -2.27	 0.15	 1	 0	 1	 hover	 1500	 1500	 1500	 1040	 0.00	 0.00	 0.00
9100	 -9.58	 -2.56	 -0.79	 -0.39	 -2.27	 0.77	 1	 0	 1	 hover	 1500	 1500	 1500	 1047	 0.00	 0.00	 0.00
9200	 -9.58	 -2.56	 -0.81	 -0.69	 -2.27	 1.01	 1	 0	 1	 hover	 1500	 1500	 1500	 1051	 0.00	 0.00	 0.00
9300	 -9.58	 -2.56	 -0.81	 -0.94	 -1.54	 0.93	 1	 1	 1	 hover	 1501	 1500	 1500	 1051	 0.00	 0.00	 0.00
9400	 -9.58	 -2.56	 -0.81	 -1.01	 -1.54	 0.96	 1	 0	 1	 hover	 1500	 1501	 1500	 1052	 0.00	 0.00	 0.00
9500	 -9.58	 -2.56	 -0.82	 -1.68	 -0.28	 0.99	 1	 1	 1	 hover	 1500	 1501	 1500	 1053	 0.00	 0.00	 0.00
9600	 -9.58	 -2.56	 -0.82	 -1.61	 -0.13	 0.71	 1	 1	 1	 hover	 1500	 1501	 1500	 1051	 0.00	 0.00	 0.00
9700	 -9.58	 -2.56	 -0.82	 -1.61	 -1.05	 0.42	 0	 1	 1	 hover	 1501	 1500	 1500	 1049	 0.00	 0.00	 0.00
9800	 -9.57	 -2.56	 -0.84	 -4.33	 -1.05	 0.35	 1	 0	 1	 hover	 1500	 1504	 1500	 1048	 0.00	 0.00	 0.00
9900	 -9.57	 -2.56	 -0.85	 -4.33	 -1.05	 0.29	 0	 0	 1	 hover	 1500	 1500	 1500	 1048	 0.00	 0.00	 0.00
10000	 -9.57	 -2.56	 -0.85	 -4.33	 -1.05	 0.26	 0	 0	 1	 hover	 1500	 1500	 1500	 1048	 0.00	 0.00	 0.00
10100	 -9.58	 -2.55	 -0.86	 -6.67	 -1.05	 0.21	 1	 0	 1	 hover	 1500	 1506	 1500	 1048	 0.00	 0.00	 0.00
