#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason 
200	 17.86 	0 	5.36 	12.50 	0 	12.50 
300	 17.24 	0 	8.92 	8.32 	0 	8.32 
400	 17.24 	0 	11.42 	5.82 	0 	5.82 
500	 17.24 	0 	13.16 	4.08 	0 	4.08 
600	 17.24 	1 	14.39 	2.85 	0 	-3 
700	 17.24 	1 	15.24 	2.00 	0 	-3 
800	 17.86 	1 	16.03 	1.83 	0 	-3 
900	 17.86 	1 	16.58 	1.28 	0 	-3 
1000	 17.86 	1 	16.96 	0.90 	0 	-3 
1100	 17.24 	1 	17.05 	0.19 	0 	-3 
1200	 17.33 	1 	17.13 	0.20 	0 	-3 
1300	 17.33 	1 	17.19 	0.14 	0 	-3 
1400	 17.24 	1 	17.21 	0.03 	0 	-3 
1500	 17.33 	1 	17.24 	0.09 	0 	-3 
1600	 17.33 	1 	17.27 	0.06 	0 	-3 
1700	 17.24 	1 	17.26 	0.02 	0 	-3 
1800	 -1.00 	0 	17.26 	18.26 	0 	18.26 
1900	 17.33 	1 	17.28 	0.05 	0 	-3 
2000	 17.24 	1 	17.27 	0.03 	0 	-3 
2100	 17.33 	1 	17.29 	0.04 	0 	-3 
2200	 17.33 	1 	17.30 	0.03 	0 	-3 
2300	 17.33 	1 	17.31 	0.02 	0 	-3 
2400	 -1.00 	0 	17.31 	18.31 	0 	18.31 
2500	 17.33 	1 	17.32 	0.01 	0 	-3 
2600	 17.60 	1 	17.40 	0.20 	0 	-3 
2700	 17.33 	1 	17.38 	0.05 	0 	-3 
2800	 17.86 	1 	17.52 	0.34 	0 	-3 
2900	 -1.00 	0 	17.52 	18.52 	0 	18.52 
3000	 17.33 	1 	17.47 	0.14 	0 	-3 
3100	 17.24 	1 	17.40 	0.16 	0 	-3 
3200	 17.24 	1 	17.35 	0.11 	0 	-3 
3300	 17.33 	1 	17.34 	0.01 	0 	-3 
3400	 17.24 	1 	17.31 	0.07 	0 	-3 
3500	 17.95 	1 	17.50 	0.45 	0 	-3 
3600	 17.24 	1 	17.42 	0.18 	0 	-3 
3700	 -1.00 	0 	17.42 	18.42 	0 	18.42 
3800	 -1.00 	0 	17.42 	18.42 	0 	18.42 
3900	 17.24 	1 	17.37 	0.13 	0 	-3 
4000	 17.86 	1 	17.52 	0.34 	0 	-3 
4100	 17.24 	1 	17.43 	0.19 	0 	-3 
4200	 -1.00 	0 	17.43 	18.43 	0 	18.43 
4300	 -1.00 	0 	17.43 	18.43 	0 	18.43 
4400	 -1.00 	0 	17.43 	18.43 	0 	18.43 
4500	 17.86 	1 	17.56 	0.30 	0 	-3 
4600	 17.24 	1 	17.47 	0.23 	0 	-3 
4700	 17.33 	1 	17.42 	0.09 	0 	-3 
4800	 17.33 	1 	17.40 	0.07 	0 	-3 
4900	 17.33 	1 	17.38 	0.05 	0 	-3 
5000	 17.33 	1 	17.36 	0.03 	0 	-3 
5100	 17.33 	1 	17.35 	0.02 	0 	-3 
5200	 17.24 	1 	17.32 	0.08 	0 	-3 
5300	 -1.00 	0 	17.32 	18.32 	0 	18.32 
5400	 17.15 	1 	17.27 	0.12 	0 	-3 
5500	 17.24 	1 	17.26 	0.02 	0 	-3 
5600	 -1.00 	0 	17.26 	18.26 	0 	18.26 
5700	 17.24 	1 	17.25 	0.01 	0 	-3 
5800	 17.24 	1 	17.25 	0.01 	0 	-3 
5900	 17.24 	1 	17.25 	0.01 	0 	-3 
6000	 -1.00 	0 	17.25 	18.25 	0 	18.25 
6100	 17.33 	1 	17.27 	0.06 	0 	-3 
6200	 17.33 	1 	17.29 	0.04 	0 	-3 
6300	 17.24 	1 	17.27 	0.03 	0 	-3 
6400	 17.24 	1 	17.26 	0.02 	0 	-3 
6500	 -1.00 	0 	17.26 	18.26 	0 	18.26 
6600	 17.86 	1 	17.44 	0.42 	0 	-3 
6700	 17.24 	1 	17.38 	0.14 	0 	-3 
