#Time(ms)	 xPos 	 yPos 	 zPos 	 xValid 	 yValid 	 zValid 	 validreasons x-y-z 
200	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
300	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
400	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
500	 0.00	 0.00	 0.00	 1	 0	 0	 -3	 -2	 -2
600	 0.00	 0.00	 0.00	 1	 0	 0	 -3	 -2	 -2
700	 0.00	 0.00	 0.00	 1	 1	 0	 -3	 -3	 -2
800	 -0.01	 0.08	 0.00	 1	 1	 1	 -3	 -3	 -3
900	 0.00	 -0.19	 0.00	 1	 1	 1	 -3	 -3	 -3
1000	 -0.13	 0.02	 -1.10	 1	 1	 1	 -3	 -3	 -3
1100	 -0.13	 0.09	 0.00	 1	 1	 1	 -3	 -3	 -3
1200	 -0.12	 0.02	 -0.38	 1	 1	 1	 -3	 -3	 -3
1300	 -0.09	 0.04	 0.13	 1	 1	 1	 -3	 -3	 -3
1400	 -0.09	 -0.68	 0.56	 1	 1	 1	 -3	 -3	 -3
1500	 -0.08	 -0.24	 2.22	 1	 1	 1	 -3	 -3	 -3
1600	 -0.11	 0.07	 0.53	 1	 1	 1	 -3	 -3	 -3
1700	 -0.11	 0.10	 0.17	 1	 1	 1	 -3	 -3	 -3
1800	 -0.09	 0.14	 1.19	 1	 1	 1	 -3	 -3	 -3
1900	 0.00	 -0.10	 0.36	 1	 1	 1	 -3	 -3	 -3
2000	 -0.04	 -0.31	 0.30	 1	 1	 1	 -3	 -3	 -3
2100	 0.00	 -0.83	 0.15	 1	 1	 1	 -3	 -3	 -3
2200	 -0.02	 -0.57	 0.00	 1	 1	 1	 -3	 -3	 -3
2300	 -0.05	 0.26	 0.00	 1	 1	 1	 -3	 -3	 -3
2400	 0.00	 -0.25	 1.31	 1	 1	 1	 -3	 -3	 -3
2500	 -0.01	 -0.07	 0.04	 1	 1	 1	 -3	 -3	 -3
2600	 0.00	 -0.20	 0.04	 1	 1	 1	 -3	 -3	 -3
2700	 0.00	 -0.47	 0.09	 1	 1	 1	 -3	 -3	 -3
2800	 0.00	 -0.44	 1.15	 1	 1	 1	 -3	 -3	 -3
2900	 0.00	 -0.50	 2.31	 0	 1	 1	 5.17	 -3	 -3
3000	 0.00	 -0.50	 2.76	 1	 1	 1	 -3	 -3	 -3
3100	 0.09	 -0.59	 1.10	 1	 1	 1	 -3	 -3	 -3
3200	 0.09	 -0.48	 2.22	 1	 1	 1	 -3	 -3	 -3
3300	 0.00	 -0.54	 1.69	 1	 1	 1	 -3	 -3	 -3
