#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason 
200	 0.00 	0 	0.00 	0.00 	1 	-2 
300	 0.00 	0 	0.00 	0.00 	2 	-2 
400	 0.00 	0 	0.00 	0.00 	3 	-2 
500	 0.00 	0 	0.00 	0.00 	4 	-2 
600	 0.00 	0 	0.00 	0.00 	5 	-2 
700	 135.95 	0 	40.78 	95.16 	5 	-2 
800	 137.02 	0 	69.66 	67.36 	0 	-2 
900	 137.11 	0 	89.89 	47.22 	0 	-2 
1000	 136.22 	0 	103.79 	32.43 	0 	-2 
1100	 136.40 	0 	113.57 	22.83 	0 	-2 
1200	 137.02 	0 	120.61 	16.41 	0 	-2 
1300	 137.73 	0 	125.74 	11.99 	0 	-2 
1400	 137.91 	0 	129.39 	8.52 	0 	-2 
1500	 138.00 	0 	131.98 	6.02 	0 	-2 
1600	 137.91 	0 	133.76 	4.15 	0 	-2 
1700	 137.55 	0 	134.89 	2.66 	0 	-2 
1800	 136.93 	0 	135.50 	1.43 	0 	-2 
1900	 136.66 	0 	135.85 	0.81 	0 	-2 
2000	 137.02 	0 	136.20 	0.82 	0 	-2 
2100	 135.77 	0 	136.07 	0.30 	0 	-2 
2200	 136.04 	0 	136.06 	0.02 	0 	-2 
2300	 137.91 	0 	136.62 	1.29 	0 	-2 
2400	 137.73 	0 	136.95 	0.78 	0 	-2 
2500	 136.84 	0 	136.92 	0.08 	0 	-2 
2600	 136.48 	0 	136.79 	0.31 	0 	-2 
2700	 137.55 	0 	137.02 	0.53 	0 	-2 
2800	 137.11 	0 	137.04 	0.07 	0 	-2 
2900	 135.77 	0 	136.66 	0.89 	0 	-2 
3000	 137.29 	0 	136.85 	0.44 	0 	-2 
3100	 136.04 	0 	136.61 	0.57 	0 	-2 
3200	 137.20 	0 	136.78 	0.42 	0 	-2 
3300	 136.22 	0 	136.62 	0.40 	0 	-2 
3400	 135.86 	0 	136.39 	0.53 	0 	-2 
3500	 136.57 	0 	136.44 	0.13 	0 	-2 
3600	 137.55 	0 	136.78 	0.77 	0 	-2 
3700	 135.95 	0 	136.53 	0.58 	0 	-2 
3800	 137.20 	0 	136.73 	0.47 	0 	-2 
3900	 135.68 	0 	136.41 	0.73 	0 	-2 
4000	 136.22 	0 	136.36 	0.14 	0 	-2 
4100	 136.84 	0 	136.50 	0.34 	0 	-2 
4200	 138.35 	0 	137.06 	1.29 	0 	-2 
4300	 137.82 	0 	137.29 	0.53 	0 	-2 
