#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 4.25	 18.66	 -144.95	 2.00	 6.00	 4.00
300	 4.25	 18.63	 -144.96	 2.00	 5.00	 5.00
400	 4.25	 18.63	 -144.96	 2.00	 5.00	 5.00
500	 4.04	 17.66	 -145.14	 3.00	 5.00	 5.00
600	 4.04	 17.64	 -145.14	 3.00	 6.00	 5.00
700	 4.04	 17.64	 -145.14	 3.00	 6.00	 5.00
800	 3.87	 16.87	 -145.30	 2.00	 5.00	 6.00
900	 3.87	 16.84	 -145.30	 3.00	 5.00	 5.00
1000	 3.87	 16.84	 -145.30	 3.00	 5.00	 5.00
1100	 3.74	 16.23	 -145.44	 -6.00	 5.00	 9.00
1200	 3.73	 16.21	 -145.45	 1.00	 2.00	 -1.00
1300	 3.73	 16.21	 -145.45	 1.00	 2.00	 -1.00
1400	 3.64	 15.71	 -145.55	 -4.00	 7.00	 21.00
1500	 3.63	 15.68	 -145.56	 23.00	 8.00	 16.00
1600	 3.63	 15.68	 -145.56	 23.00	 8.00	 16.00
1700	 3.58	 15.27	 -145.66	 13.00	 7.00	 0.00
1800	 3.56	 15.31	 -145.67	 -57.00	 3.00	 -14.00
1900	 3.56	 15.31	 -145.67	 -57.00	 3.00	 -14.00
2000	 3.45	 15.01	 -145.77	 -10.00	 9.00	 25.00
2100	 3.47	 15.01	 -145.78	 -77.00	 -22.00	 2.00
2200	 3.47	 15.01	 -145.78	 -77.00	 -22.00	 2.00
2300	 3.47	 14.78	 -145.86	 -40.00	 -52.00	 -1.00
2400	 3.45	 14.73	 -145.87	 115.00	 45.00	 19.00
2500	 3.45	 14.73	 -145.87	 115.00	 45.00	 19.00
2600	 3.58	 14.60	 -145.96	 -70.00	 -36.00	 -70.00
2700	 3.51	 14.61	 -145.96	 -33.00	 24.00	 25.00
2800	 3.51	 14.61	 -145.96	 -33.00	 24.00	 25.00
2900	 3.49	 14.41	 -146.03	 245.00	 11.00	 58.00
3000	 3.48	 14.41	 -146.03	 284.00	 106.00	 18.00
3100	 3.48	 14.41	 -146.03	 284.00	 106.00	 18.00
3200	 3.38	 14.32	 -145.83	 8.00	 -30.00	 8.00
3300	 3.39	 14.32	 -145.83	 47.00	 66.00	 -116.00
3400	 3.39	 14.32	 -145.83	 47.00	 66.00	 -116.00
3500	 3.36	 14.11	 -145.98	 -24.00	 72.00	 110.00
3600	 3.35	 14.10	 -145.98	 91.00	 -26.00	 162.00
3700	 3.35	 14.10	 -145.98	 91.00	 -26.00	 162.00
3800	 3.28	 13.86	 -146.43	 30.00	 78.00	 27.00
3900	 3.24	 13.85	 -146.48	 -110.00	 -59.00	 115.00
4000	 3.24	 13.85	 -146.48	 -110.00	 -59.00	 115.00
4100	 3.43	 13.96	 -148.28	 114.00	 0.00	 191.00
