#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 4.27	 -68.44	 160.75	 13.00	 20.00	 8.00
300	 4.27	 -68.43	 160.74	 11.00	 18.00	 9.00
400	 4.27	 -68.43	 160.74	 11.00	 18.00	 9.00
500	 4.27	 -68.28	 160.24	 12.00	 17.00	 9.00
600	 4.27	 -68.28	 160.22	 12.00	 18.00	 9.00
700	 4.27	 -68.28	 160.22	 12.00	 18.00	 9.00
800	 4.27	 -68.16	 159.71	 12.00	 19.00	 9.00
900	 4.27	 -68.16	 159.69	 11.00	 18.00	 8.00
1000	 4.27	 -68.16	 159.69	 11.00	 18.00	 8.00
1100	 4.28	 -68.07	 159.17	 12.00	 19.00	 9.00
1200	 4.28	 -68.07	 159.16	 12.00	 18.00	 10.00
1300	 4.28	 -68.07	 159.16	 12.00	 18.00	 10.00
1400	 4.28	 -67.99	 158.64	 12.00	 16.00	 9.00
1500	 4.28	 -67.99	 158.63	 12.00	 18.00	 8.00
1600	 4.28	 -67.99	 158.63	 12.00	 18.00	 8.00
1700	 4.28	 -67.93	 158.11	 11.00	 17.00	 7.00
1800	 4.28	 -67.93	 158.09	 12.00	 18.00	 7.00
1900	 4.28	 -67.93	 158.09	 12.00	 18.00	 7.00
2000	 4.28	 -67.88	 157.57	 12.00	 19.00	 8.00
2100	 4.28	 -67.88	 157.54	 10.00	 19.00	 9.00
2200	 4.28	 -67.88	 157.54	 10.00	 19.00	 9.00
2300	 4.28	 -67.84	 157.01	 12.00	 19.00	 9.00
2400	 4.28	 -67.84	 157.00	 11.00	 19.00	 10.00
2500	 4.28	 -67.84	 157.00	 11.00	 19.00	 10.00
2600	 4.28	 -67.81	 156.45	 12.00	 18.00	 9.00
2700	 4.28	 -67.81	 156.44	 13.00	 19.00	 9.00
2800	 4.28	 -67.81	 156.44	 13.00	 19.00	 9.00
2900	 4.28	 -67.78	 155.91	 12.00	 19.00	 10.00
3000	 4.28	 -67.78	 155.88	 12.00	 18.00	 9.00
3100	 4.28	 -67.78	 155.88	 12.00	 18.00	 9.00
3200	 4.27	 -67.76	 155.34	 13.00	 18.00	 8.00
3300	 4.27	 -67.76	 155.33	 10.00	 18.00	 9.00
3400	 4.27	 -67.76	 155.33	 10.00	 18.00	 9.00
3500	 4.27	 -67.75	 154.79	 12.00	 19.00	 9.00
3600	 4.27	 -67.75	 154.78	 12.00	 17.00	 9.00
3700	 4.27	 -67.75	 154.78	 12.00	 17.00	 9.00
3800	 4.28	 -67.74	 154.25	 12.00	 19.00	 8.00
3900	 4.27	 -67.74	 154.22	 12.00	 19.00	 9.00
4000	 4.27	 -67.74	 154.22	 12.00	 19.00	 9.00
4100	 4.27	 -67.73	 153.69	 12.00	 18.00	 8.00
4200	 4.27	 -67.73	 153.67	 11.00	 19.00	 9.00
4300	 4.27	 -67.73	 153.67	 11.00	 19.00	 9.00
4400	 4.27	 -67.73	 153.13	 12.00	 19.00	 9.00
4500	 4.27	 -67.73	 153.11	 12.00	 18.00	 9.00
4600	 4.27	 -67.73	 153.11	 12.00	 18.00	 9.00
4700	 4.27	 -67.71	 152.60	 11.00	 19.00	 10.00
4800	 4.27	 -67.72	 152.58	 13.00	 18.00	 9.00
4900	 4.27	 -67.72	 152.58	 13.00	 18.00	 9.00
5000	 4.27	 -67.71	 152.05	 12.00	 19.00	 8.00
5100	 4.27	 -67.71	 152.03	 11.00	 18.00	 8.00
5200	 4.27	 -67.71	 152.03	 11.00	 18.00	 8.00
5300	 4.27	 -67.71	 151.52	 12.00	 19.00	 8.00
5400	 4.27	 -67.71	 151.50	 12.00	 17.00	 7.00
5500	 4.27	 -67.71	 151.50	 12.00	 17.00	 7.00
5600	 4.27	 -67.72	 150.97	 12.00	 18.00	 9.00
5700	 4.27	 -67.72	 150.95	 12.00	 18.00	 9.00
5800	 4.27	 -67.72	 150.95	 12.00	 18.00	 9.00
5900	 4.27	 -67.71	 150.45	 11.00	 18.00	 9.00
6000	 4.27	 -67.72	 150.43	 12.00	 18.00	 9.00
6100	 4.27	 -67.72	 150.43	 12.00	 18.00	 9.00
6200	 4.27	 -67.71	 149.91	 11.00	 19.00	 9.00
6300	 4.27	 -67.71	 149.90	 12.00	 19.00	 8.00
6400	 4.27	 -67.71	 149.90	 12.00	 19.00	 8.00
6500	 4.27	 -67.71	 149.39	 11.00	 18.00	 9.00
6600	 4.27	 -67.71	 149.38	 13.00	 19.00	 9.00
6700	 4.27	 -67.71	 149.38	 13.00	 19.00	 9.00
6800	 4.26	 -67.70	 148.87	 11.00	 18.00	 8.00
6900	 4.27	 -67.70	 148.86	 12.00	 18.00	 9.00
7000	 4.27	 -67.70	 148.86	 12.00	 18.00	 9.00
7100	 4.27	 -67.69	 148.36	 12.00	 19.00	 8.00
7200	 4.27	 -67.69	 148.35	 11.00	 19.00	 9.00
7300	 4.27	 -67.69	 148.35	 11.00	 19.00	 9.00
7400	 4.28	 -67.69	 147.84	 11.00	 18.00	 8.00
7500	 4.28	 -67.69	 147.83	 12.00	 19.00	 8.00
7600	 4.28	 -67.69	 147.83	 12.00	 19.00	 8.00
7700	 4.27	 -67.69	 147.34	 12.00	 18.00	 9.00
7800	 4.27	 -67.68	 147.33	 11.00	 18.00	 9.00
7900	 4.27	 -67.68	 147.33	 11.00	 18.00	 9.00
8000	 4.27	 -67.69	 146.81	 11.00	 19.00	 9.00
8100	 4.27	 -67.69	 146.81	 12.00	 19.00	 8.00
8200	 4.27	 -67.69	 146.81	 12.00	 19.00	 8.00
8300	 4.26	 -67.69	 146.31	 13.00	 17.00	 9.00
8400	 4.27	 -67.69	 146.30	 12.00	 19.00	 9.00
8500	 4.27	 -67.69	 146.30	 12.00	 19.00	 9.00
8600	 4.27	 -67.70	 145.81	 12.00	 19.00	 9.00
8700	 4.27	 -67.70	 145.79	 12.00	 19.00	 8.00
8800	 4.27	 -67.70	 145.79	 12.00	 19.00	 8.00
8900	 4.26	 -67.70	 145.31	 11.00	 20.00	 8.00
9000	 4.27	 -67.70	 145.30	 12.00	 20.00	 9.00
9100	 4.27	 -67.70	 145.30	 12.00	 20.00	 9.00
9200	 4.27	 -67.69	 144.83	 12.00	 18.00	 9.00
9300	 4.26	 -67.68	 144.82	 13.00	 19.00	 9.00
9400	 4.26	 -67.68	 144.82	 13.00	 19.00	 9.00
9500	 4.27	 -67.68	 144.34	 12.00	 18.00	 9.00
9600	 4.27	 -67.69	 144.32	 12.00	 19.00	 8.00
9700	 4.27	 -67.69	 144.32	 12.00	 19.00	 8.00
9800	 4.26	 -67.69	 143.86	 13.00	 19.00	 9.00
9900	 4.26	 -67.69	 143.84	 11.00	 17.00	 9.00
10000	 4.26	 -67.69	 143.84	 11.00	 17.00	 9.00
