#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 29.09	 38.94	 -87.30	 -5.00	 -9.00	 -2.00
300	 28.95	 38.75	 -87.51	 -9.00	 -8.00	 -6.00
400	 28.95	 38.75	 -87.51	 -9.00	 -8.00	 -6.00
500	 25.06	 33.04	 -92.20	 3.00	 5.00	 -28.00
600	 24.92	 32.85	 -92.33	 -12.00	 -7.00	 -9.00
700	 24.92	 32.85	 -92.33	 -12.00	 -7.00	 -9.00
800	 21.32	 27.71	 -95.34	 108.00	 14.00	 11.00
900	 21.18	 27.55	 -95.41	 140.00	 -5.00	 0.00
1000	 21.18	 27.55	 -95.41	 140.00	 -5.00	 0.00
1100	 17.88	 23.23	 -97.40	 -130.00	 -61.00	 -18.00
1200	 17.85	 23.10	 -97.42	 -124.00	 -1.00	 -47.00
1300	 17.85	 23.10	 -97.42	 -124.00	 -1.00	 -47.00
1400	 15.22	 19.33	 -98.70	 -90.00	 -35.00	 -5.00
1500	 15.08	 19.24	 -98.76	 -39.00	 26.00	 15.00
1600	 15.08	 19.24	 -98.76	 -39.00	 26.00	 15.00
1700	 12.98	 16.08	 -99.57	 43.00	 42.00	 -48.00
1800	 12.88	 16.02	 -99.61	 80.00	 -14.00	 -3.00
1900	 12.88	 16.02	 -99.61	 80.00	 -14.00	 -3.00
2000	 10.94	 13.92	 -99.98	 -5.00	 -113.00	 14.00
2100	 10.87	 13.88	 -99.97	 270.00	 142.00	 -172.00
2200	 10.87	 13.88	 -99.97	 270.00	 142.00	 -172.00
2300	 7.94	 13.01	 -99.15	 416.00	 -19.00	 -126.00
2400	 7.73	 13.05	 -99.07	 -16.00	 -50.00	 -135.00
2500	 7.73	 13.05	 -99.07	 -16.00	 -50.00	 -135.00
2600	 4.52	 12.17	 -95.90	 169.00	 -67.00	 -24.00
2700	 4.51	 12.15	 -95.81	 -120.00	 3.00	 42.00
2800	 4.51	 12.15	 -95.81	 -120.00	 3.00	 42.00
2900	 3.53	 11.94	 -96.01	 -123.00	 87.00	 93.00
3000	 3.48	 11.90	 -96.08	 68.00	 37.00	 186.00
