#Time(ms)	 xPos 	 yPos 	 zPos 	 xValid 	 yValid 	 zValid 	 validreasons x-y-z 
200	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
300	 0.00	 0.00	 0.00	 0	 0	 0	 -2	 -2	 -2
400	 0.00	 0.00	 0.00	 1	 1	 1	 -3	 -3	 -3
500	 0.64	 -4.51	 -0.16	 1	 1	 1	 -3	 -3	 -3
600	 1.01	 -1.63	 -0.21	 1	 1	 1	 -3	 -3	 -3
700	 -7.27	 -0.22	 -1.18	 1	 1	 1	 -3	 -3	 -3
800	 -0.36	 -0.50	 -1.44	 1	 1	 1	 -3	 -3	 -3
900	 -1.10	 -0.61	 -0.13	 1	 1	 1	 -3	 -3	 -3
1000	 -11.40	 -0.58	 0.14	 1	 1	 1	 -3	 -3	 -3
1100	 -2.37	 -0.54	 -1.39	 1	 1	 1	 -3	 -3	 -3
1200	 -2.25	 -0.55	 -2.11	 1	 1	 1	 -3	 -3	 -3
1300	 -3.94	 -0.55	 0.64	 1	 1	 1	 -3	 -3	 -3
1400	 0.31	 -0.39	 -1.57	 1	 1	 1	 -3	 -3	 -3
1500	 1.62	 -0.79	 -0.01	 1	 1	 1	 -3	 -3	 -3
1600	 2.39	 -1.37	 -0.44	 1	 1	 1	 -3	 -3	 -3
1700	 2.82	 -0.62	 -1.23	 1	 1	 1	 -3	 -3	 -3
1800	 3.30	 -2.00	 -0.12	 1	 1	 1	 -3	 -3	 -3
1900	 -0.34	 -1.86	 0.05	 1	 1	 1	 -3	 -3	 -3
2000	 -0.14	 -4.23	 -2.48	 1	 1	 1	 -3	 -3	 -3
2100	 -1.65	 -6.26	 -1.57	 1	 1	 1	 -3	 -3	 -3
2200	 -0.11	 -1.15	 -1.71	 1	 1	 1	 -3	 -3	 -3
2300	 1.87	 -5.83	 -3.67	 1	 1	 1	 -3	 -3	 -3
2400	 -10.54	 -4.65	 -5.43	 1	 1	 1	 -3	 -3	 -3
2500	 -4.73	 -5.23	 -6.27	 1	 1	 1	 -3	 -3	 -3
2600	 -5.39	 -9.64	 -10.95	 1	 1	 1	 -3	 -3	 -3
2700	 6.19	 -10.93	 -15.11	 1	 1	 1	 -3	 -3	 -3
2800	 6.36	 -9.58	 -14.95	 1	 1	 1	 -3	 -3	 -3
2900	 -2.58	 -10.13	 -21.07	 1	 1	 1	 -3	 -3	 -3
3000	 -6.87	 -13.38	 -27.55	 1	 1	 1	 -3	 -3	 -3
3100	 -5.70	 -12.95	 -31.24	 1	 1	 1	 -3	 -3	 -3
3200	 -3.00	 -13.39	 -32.43	 1	 1	 1	 -3	 -3	 -3
3300	 1.78	 -14.84	 -35.81	 1	 1	 1	 -3	 -3	 -3
3400	 19.01	 -15.51	 -35.89	 1	 1	 1	 -3	 -3	 -3
