#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 4.32	 18.77	 -145.57	 4.00	 7.00	 2.00
300	 4.32	 18.74	 -145.58	 4.00	 6.00	 2.00
400	 4.32	 18.74	 -145.58	 4.00	 6.00	 2.00
500	 4.13	 17.75	 -145.70	 3.00	 7.00	 1.00
600	 4.12	 17.72	 -145.71	 3.00	 8.00	 2.00
700	 4.12	 17.72	 -145.71	 3.00	 8.00	 2.00
800	 3.96	 16.95	 -145.80	 3.00	 6.00	 2.00
900	 3.95	 16.92	 -145.80	 3.00	 7.00	 5.00
1000	 3.95	 16.92	 -145.80	 3.00	 7.00	 5.00
1100	 3.83	 16.30	 -145.88	 8.00	 5.00	 -5.00
1200	 3.83	 16.28	 -145.89	 4.00	 -5.00	 8.00
1300	 3.83	 16.28	 -145.89	 4.00	 -5.00	 8.00
1400	 3.73	 15.76	 -145.95	 14.00	 15.00	 -14.00
1500	 3.72	 15.76	 -145.95	 43.00	 18.00	 17.00
1600	 3.72	 15.76	 -145.95	 43.00	 18.00	 17.00
1700	 3.63	 15.38	 -145.99	 58.00	 10.00	 26.00
1800	 3.62	 15.37	 -145.99	 81.00	 20.00	 18.00
1900	 3.62	 15.37	 -145.99	 81.00	 20.00	 18.00
2000	 3.54	 14.99	 -146.05	 31.00	 12.00	 -12.00
2100	 3.51	 14.99	 -146.05	 3.00	 -43.00	 -23.00
2200	 3.51	 14.99	 -146.05	 3.00	 -43.00	 -23.00
2300	 3.45	 14.76	 -146.12	 68.00	 59.00	 46.00
2400	 3.44	 14.70	 -146.13	 -33.00	 20.00	 10.00
2500	 3.44	 14.70	 -146.13	 -33.00	 20.00	 10.00
2600	 3.46	 14.56	 -146.15	 77.00	 12.00	 -8.00
2700	 3.46	 14.55	 -146.16	 110.00	 50.00	 55.00
2800	 3.46	 14.55	 -146.16	 110.00	 50.00	 55.00
2900	 3.38	 14.43	 -146.19	 -96.00	 -20.00	 -47.00
3000	 3.38	 14.43	 -146.19	 -2.00	 10.00	 -69.00
3100	 3.38	 14.43	 -146.19	 -2.00	 10.00	 -69.00
3200	 3.40	 14.28	 -146.23	 104.00	 44.00	 85.00
3300	 3.40	 14.26	 -146.24	 121.00	 63.00	 -31.00
3400	 3.40	 14.26	 -146.24	 121.00	 63.00	 -31.00
3500	 3.31	 14.12	 -146.30	 -220.00	 -73.00	 -2.00
3600	 3.35	 14.14	 -146.29	 45.00	 -35.00	 31.00
3700	 3.35	 14.14	 -146.29	 45.00	 -35.00	 31.00
3800	 3.22	 14.05	 -146.40	 -53.00	 47.00	 9.00
3900	 3.24	 14.05	 -146.38	 17.00	 96.00	 -192.00
4000	 3.24	 14.05	 -146.38	 17.00	 96.00	 -192.00
4100	 3.25	 14.03	 -145.66	 61.00	 122.00	 -159.00
4200	 3.23	 14.01	 -145.64	 50.00	 -17.00	 -174.00
4300	 3.23	 14.01	 -145.64	 50.00	 -17.00	 -174.00
4400	 2.59	 13.68	 -144.06	 18.00	 172.00	 -93.00
4500	 2.49	 13.68	 -144.00	 203.00	 -200.00	 -36.00
4600	 2.49	 13.68	 -144.00	 203.00	 -200.00	 -36.00
4700	 0.13	 14.44	 -143.04	 164.00	 -501.00	 -37.00
4800	 0.14	 14.42	 -143.04	 -83.00	 222.00	 61.00
4900	 0.14	 14.42	 -143.04	 -83.00	 222.00	 61.00
5000	 -0.16	 14.46	 -143.66	 -232.00	 378.00	 53.00
5100	 -0.18	 14.47	 -143.71	 -108.00	 -137.00	 42.00
5200	 -0.18	 14.47	 -143.71	 -108.00	 -137.00	 42.00
5300	 2.22	 14.59	 -144.74	 -232.00	 74.00	 13.00
5400	 2.37	 14.62	 -144.77	 24.00	 -164.00	 -2.00
5500	 2.37	 14.62	 -144.77	 24.00	 -164.00	 -2.00
5600	 4.20	 14.14	 -145.81	 112.00	 90.00	 135.00
5700	 4.11	 14.23	 -145.83	 -112.00	 320.00	 -3.00
5800	 4.11	 14.23	 -145.83	 -112.00	 320.00	 -3.00
5900	 2.45	 13.97	 -146.79	 -171.00	 315.00	 -25.00
6000	 2.48	 13.93	 -146.82	 108.00	 87.00	 39.00
